[Subject]	
[Date]	06/02/2016
[Time]	21:19:43
[Channels]	27
[Rate]	1000.000000
[Type]	Average
[Points]	1351
[Xmin]	-100.00000
[Sweeps]	5047
[Accepted]	112
[Rejected]	4935
[Domain]	Time
[Rows]	Points
[Electrode Labels]
[     FP2]	[     AF4]	[      F2]	[      F4]	[      F6]	[      F8]	[     FC2]	[     FC4]	[     FC6]	[     FT8]	[      C2]	[      C4]	[      C6]	[      T8]	[     CP2]	[     CP4]	[     CP6]	[     TP8]	[      P2]	[      P4]	[      P6]	[      P8]	[     PO4]	[     PO6]	[     PO8]	[      O2]	[     CB2]	
[Electrode XUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Electrode YUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Average Data]
     0.7260	     0.3782	     0.4247	     0.6670	     1.1090	     0.8061	     0.4849	     0.4353	     0.8621	     0.4380	     0.8220	     0.9098	     0.9933	     0.1597	     0.5509	     0.6943	     0.8424	    -0.7963	     0.6329	     0.5665	     0.5615	     0.2311	     0.5433	     0.4511	     0.4401	     0.1348	    -0.2691	
     0.6617	     0.3045	     0.3868	     0.6499	     1.0887	     0.8066	     0.4863	     0.4361	     0.8357	     0.4095	     0.8607	     0.9739	     1.0228	     0.1913	     0.6509	     0.7944	     0.9041	    -0.7128	     0.7744	     0.6999	     0.6731	     0.3223	     0.6802	     0.5912	     0.5473	     0.2169	    -0.2395	
     0.6052	     0.2603	     0.3552	     0.6369	     1.0617	     0.8072	     0.4919	     0.4412	     0.8031	     0.3944	     0.8986	     1.0359	     1.0425	     0.2448	     0.7512	     0.8940	     0.9704	    -0.6080	     0.9170	     0.8358	     0.7901	     0.4249	     0.8195	     0.7354	     0.6595	     0.3024	    -0.2046	
     0.5567	     0.2452	     0.3297	     0.6270	     1.0266	     0.8072	     0.5010	     0.4493	     0.7657	     0.3934	     0.9345	     1.0933	     1.0528	     0.3178	     0.8509	     0.9921	     1.0420	    -0.4852	     1.0592	     0.9731	     0.9121	     0.5383	     0.9597	     0.8827	     0.7761	     0.3902	    -0.1641	
     0.5161	     0.2565	     0.3100	     0.6194	     0.9827	     0.8056	     0.5129	     0.4597	     0.7254	     0.4063	     0.9681	     1.1446	     1.0551	     0.4064	     0.9494	     1.0881	     1.1196	    -0.3488	     1.2000	     1.1112	     1.0388	     0.6616	     1.1000	     1.0320	     0.8964	     0.4800	    -0.1172	
     0.4832	     0.2896	     0.2956	     0.6135	     0.9303	     0.8016	     0.5273	     0.4716	     0.6845	     0.4318	     0.9990	     1.1887	     1.0512	     0.5062	     1.0466	     1.1820	     1.2037	    -0.2033	     1.3387	     1.2497	     1.1700	     0.7933	     1.2395	     1.1827	     1.0199	     0.5717	    -0.0629	
     0.4574	     0.3379	     0.2859	     0.6089	     0.8708	     0.7947	     0.5436	     0.4839	     0.6454	     0.4682	     1.0274	     1.2245	     1.0429	     0.6122	     1.1422	     1.2734	     1.2938	    -0.0533	     1.4745	     1.3879	     1.3048	     0.9311	     1.3775	     1.3336	     1.1458	     0.6650	    -0.0005	
     0.4375	     0.3937	     0.2801	     0.6048	     0.8067	     0.7845	     0.5610	     0.4958	     0.6099	     0.5136	     1.0532	     1.2511	     1.0321	     0.7191	     1.2357	     1.3616	     1.3886	     0.0961	     1.6068	     1.5246	     1.4415	     1.0723	     1.5127	     1.4832	     1.2727	     0.7594	     0.0699	
     0.4220	     0.4484	     0.2769	     0.6003	     0.7408	     0.7708	     0.5787	     0.5059	     0.5798	     0.5662	     1.0759	     1.2671	     1.0202	     0.8214	     1.3260	     1.4454	     1.4851	     0.2403	     1.7340	     1.6583	     1.5774	     1.2133	     1.6435	     1.6294	     1.3983	     0.8537	     0.1473	
     0.4090	     0.4934	     0.2745	     0.5943	     0.6762	     0.7536	     0.5952	     0.5132	     0.5563	     0.6237	     1.0951	     1.2717	     1.0081	     0.9138	     1.4118	     1.5230	     1.5799	     0.3752	     1.8547	     1.7866	     1.7093	     1.3504	     1.7678	     1.7695	     1.5197	     0.9461	     0.2301	
     0.3964	     0.5212	     0.2712	     0.5857	     0.6155	     0.7326	     0.6090	     0.5166	     0.5400	     0.6840	     1.1100	     1.2637	     0.9962	     0.9912	     1.4912	     1.5924	     1.6686	     0.4974	     1.9670	     1.9072	     1.8335	     1.4796	     1.8832	     1.9004	     1.6334	     1.0343	     0.3160	
     0.3821	     0.5259	     0.2657	     0.5737	     0.5605	     0.7072	     0.6189	     0.5155	     0.5312	     0.7441	     1.1199	     1.2431	     0.9848	     1.0495	     1.5628	     1.6517	     1.7476	     0.6047	     2.0689	     2.0174	     1.9465	     1.5973	     1.9870	     2.0189	     1.7359	     1.1157	     0.4023	
     0.3643	     0.5042	     0.2566	     0.5576	     0.5121	     0.6769	     0.6240	     0.5103	     0.5292	     0.8005	     1.1245	     1.2105	     0.9735	     1.0855	     1.6249	     1.6998	     1.8139	     0.6968	     2.1588	     2.1152	     2.0453	     1.7006	     2.0770	     2.1222	     1.8238	     1.1877	     0.4862	
     0.3422	     0.4560	     0.2438	     0.5374	     0.4706	     0.6411	     0.6239	     0.5014	     0.5328	     0.8492	     1.1239	     1.1676	     0.9621	     1.0976	     1.6768	     1.7361	     1.8656	     0.7747	     2.2354	     2.1991	     2.1278	     1.7876	     2.1513	     2.2079	     1.8942	     1.2480	     0.5649	
     0.3153	     0.3836	     0.2275	     0.5134	     0.4360	     0.5997	     0.6188	     0.4902	     0.5402	     0.8856	     1.1185	     1.1173	     0.9501	     1.0860	     1.7183	     1.7611	     1.9021	     0.8412	     2.2980	     2.2681	     2.1930	     1.8569	     2.2086	     2.2743	     1.9452	     1.2946	     0.6361	
     0.2843	     0.2927	     0.2087	     0.4864	     0.4076	     0.5528	     0.6098	     0.4776	     0.5490	     0.9056	     1.1093	     1.0629	     0.9372	     1.0522	     1.7495	     1.7758	     1.9235	     0.8998	     2.3464	     2.3222	     2.2408	     1.9085	     2.2482	     2.3207	     1.9759	     1.3261	     0.6979	
     0.2504	     0.1906	     0.1889	     0.4573	     0.3850	     0.5014	     0.5979	     0.4651	     0.5564	     0.9060	     1.0972	     1.0078	     0.9225	     0.9999	     1.7710	     1.7813	     1.9306	     0.9549	     2.3808	     2.3616	     2.2717	     1.9425	     2.2698	     2.3466	     1.9861	     1.3417	     0.7485	
     0.2156	     0.0862	     0.1697	     0.4274	     0.3672	     0.4464	     0.5846	     0.4535	     0.5598	     0.8848	     1.0830	     0.9549	     0.9051	     0.9337	     1.7837	     1.7790	     1.9240	     1.0102	     2.4013	     2.3865	     2.2864	     1.9596	     2.2734	     2.3525	     1.9764	     1.3410	     0.7868	
     0.1818	    -0.0114	     0.1526	     0.3976	     0.3532	     0.3899	     0.5709	     0.4436	     0.5566	     0.8424	     1.0672	     0.9058	     0.8839	     0.8588	     1.7879	     1.7692	     1.9042	     1.0686	     2.4078	     2.3971	     2.2854	     1.9604	     2.2593	     2.3385	     1.9478	     1.3240	     0.8117	
     0.1508	    -0.0940	     0.1389	     0.3684	     0.3413	     0.3342	     0.5576	     0.4353	     0.5446	     0.7808	     1.0495	     0.8607	     0.8576	     0.7800	     1.7834	     1.7517	     1.8710	     1.1308	     2.4002	     2.3932	     2.2691	     1.9453	     2.2273	     2.3051	     1.9015	     1.2908	     0.8221	
     0.1237	    -0.1552	     0.1287	     0.3396	     0.3292	     0.2814	     0.5443	     0.4281	     0.5221	     0.7035	     1.0292	     0.8188	     0.8254	     0.7007	     1.7697	     1.7254	     1.8239	     1.1951	     2.3774	     2.3741	     2.2370	     1.9146	     2.1775	     2.2527	     1.8386	     1.2419	     0.8175	
     0.1007	    -0.1911	     0.1216	     0.3105	     0.3141	     0.2328	     0.5304	     0.4210	     0.4877	     0.6150	     1.0050	     0.7782	     0.7868	     0.6221	     1.7457	     1.6887	     1.7622	     1.2577	     2.3385	     2.3390	     2.1890	     1.8688	     2.1101	     2.1818	     1.7603	     1.1780	     0.7977	
     0.0813	    -0.2002	     0.1164	     0.2800	     0.2930	     0.1888	     0.5148	     0.4126	     0.4405	     0.5199	     0.9757	     0.7373	     0.7428	     0.5437	     1.7105	     1.6405	     1.6859	     1.3132	     2.2829	     2.2874	     2.1250	     1.8085	     2.0256	     2.0934	     1.6683	     1.1003	     0.7632	
     0.0644	    -0.1839	     0.1120	     0.2470	     0.2632	     0.1479	     0.4965	     0.4018	     0.3806	     0.4226	     0.9405	     0.6947	     0.6951	     0.4635	     1.6638	     1.5802	     1.5958	     1.3554	     2.2106	     2.2195	     2.0459	     1.7348	     1.9252	     1.9891	     1.5647	     1.0109	     0.7154	
     0.0488	    -0.1455	     0.1072	     0.2107	     0.2230	     0.1082	     0.4750	     0.3876	     0.3088	     0.3264	     0.8992	     0.6497	     0.6463	     0.3793	     1.6060	     1.5082	     1.4933	     1.3792	     2.1223	     2.1361	     1.9531	     1.6491	     1.8108	     1.8711	     1.4519	     0.9125	     0.6563	
     0.0331	    -0.0905	     0.1009	     0.1707	     0.1720	     0.0674	     0.4497	     0.3695	     0.2277	     0.2336	     0.8521	     0.6020	     0.5988	     0.2897	     1.5379	     1.4252	     1.3804	     1.3806	     2.0195	     2.0384	     1.8483	     1.5531	     1.6849	     1.7422	     1.3329	     0.8081	     0.5887	
     0.0160	    -0.0258	     0.0922	     0.1269	     0.1109	     0.0240	     0.4205	     0.3469	     0.1407	     0.1455	     0.7996	     0.5513	     0.5550	     0.1950	     1.4604	     1.3326	     1.2592	     1.3583	     1.9041	     1.9280	     1.7335	     1.4485	     1.5501	     1.6052	     1.2108	     0.7009	     0.5152	
    -0.0039	     0.0405	     0.0801	     0.0795	     0.0418	    -0.0222	     0.3872	     0.3193	     0.0524	     0.0625	     0.7423	     0.4973	     0.5157	     0.0973	     1.3749	     1.2319	     1.1318	     1.3128	     1.7780	     1.8066	     1.6106	     1.3370	     1.4090	     1.4626	     1.0881	     0.5939	     0.4387	
    -0.0277	     0.1002	     0.0638	     0.0286	    -0.0325	    -0.0708	     0.3497	     0.2864	    -0.0322	    -0.0157	     0.6807	     0.4393	     0.4811	     0.0005	     1.2823	     1.1245	     1.0005	     1.2473	     1.6433	     1.6759	     1.4814	     1.2202	     1.2640	     1.3172	     0.9671	     0.4895	     0.3618	
