groupid,stimu,stimu_time,resp,resp_time,rt
136,3,669773,201,670195,422
137,7,672886,202,673172,286
138,5,675897,201,676212,315
139,5,679008,202,679365,357
140,3,682019,202,682325,306
141,7,685131,201,685365,234
142,5,688142,201,688438,296
143,7,691253,201,691590,337
144,5,694265,202,694535,270
145,5,697376,201,697655,279
146,5,700388,202,700664,276
147,3,703499,201,703768,269
148,7,706511,201,706761,250
149,5,709622,201,709913,291
150,3,712634,202,712905,271
151,7,715742,202,716026,284
152,7,718753,202,719050,297
153,3,721814,201,722059,245
154,5,724826,202,725099,273
155,5,727861,201,728140,279
156,5,730874,202,731180,306
157,3,733898,201,734253,355
158,7,736910,202,737277,367
159,3,739929,201,740174,245
160,7,742944,202,743246,302
161,5,745960,202,746302,342
162,3,748972,202,749279,307
163,7,751985,201,752271,286
164,3,754997,201,755264,267
165,5,758010,202,758496,486
166,5,761022,202,761377,355
167,3,764035,201,764465,430
168,7,767047,202,767362,315
169,3,770058,201,770370,312
170,3,773070,202,773346,276
171,3,776083,201,776643,560
172,3,779095,201,779443,348
173,7,782112,202,782420,308
174,7,785127,201,785444,317
175,7,788139,202,788405,266
176,7,791152,202,791429,277
177,7,794164,201,794454,290
178,3,797177,201,797478,301
179,5,800194,202,800534,340
180,5,803209,201,803527,318
181,7,856424,201,856767,343
182,7,859436,202,859759,323
183,3,862548,201,862864,316
184,5,865560,202,865856,296
185,5,868672,201,868961,289
186,7,871684,202,872001,317
187,7,874796,202,875153,357
188,5,877809,201,878130,321
189,5,880921,201,881170,249
190,7,883933,201,884195,262
191,7,887047,201,887395,348
192,7,890063,202,890356,293
193,5,893177,201,893476,299
194,7,896197,202,896533,336
195,5,899303,202,899669,366
196,5,902315,201,902613,298
197,7,905376,201,905782,406
198,3,908389,202,908726,337
199,5,911425,201,911703,278
200,5,914438,202,914791,353
201,7,917462,201,917848,386
202,7,920475,202,920776,301
203,3,923494,201,923865,371
204,5,926507,202,926809,302
205,7,929522,202,929786,264
206,3,932535,202,932922,387
207,7,935548,201,935882,334
208,3,938561,202,938859,298
209,3,941575,201,941979,404
210,7,944592,202,944892,300
211,3,947605,201,947932,327
212,7,950618,202,950909,291
213,5,953630,202,953965,335
214,3,956643,201,957022,379
215,3,959655,202,960014,359
216,5,962666,201,963006,340
217,3,965678,202,966015,337
218,5,968689,202,969167,478
219,3,971701,202,972160,459
220,3,974713,202,975040,327
221,3,977724,201,978049,325
222,3,980738,201,981057,319
223,3,983752,201,984098,346
224,5,986765,201,987074,309
225,5,989776,201,990178,402
226,5,1123771,201,1124262,491
227,7,1126881,202,1127207,326
228,5,1129893,201,1130231,338
229,5,1133004,202,1133256,252
230,5,1136014,201,1136456,442
231,3,1139125,202,1139416,291
232,3,1142140,201,1142521,381
233,7,1145250,202,1145497,247
234,3,1148264,201,1148570,306
235,5,1151376,202,1151674,298
236,5,1154387,201,1154699,312
237,5,1157498,201,1157819,321
238,3,1160509,202,1160812,303
239,7,1163620,201,1163916,296
240,3,1166632,202,1166893,261
241,3,1169737,201,1170077,340
242,3,1172749,202,1173021,272
243,7,1175808,201,1176206,398
244,5,1178820,202,1179070,250
245,7,1181855,202,1182111,256
246,3,1184866,202,1185135,269
247,7,1187890,201,1188208,318
248,5,1190903,201,1191248,345
249,3,1193921,201,1194241,320
250,7,1196933,202,1197185,252
251,7,1199949,201,1200273,324
252,7,1202961,201,1203314,353
253,3,1205975,202,1206258,283
254,5,1208987,201,1209459,472
255,3,1211999,201,1212339,340
256,3,1215011,202,1215252,241
257,3,1218023,202,1218308,285
258,7,1221034,201,1221397,363
259,3,1224051,201,1224373,322
260,3,1227063,201,1227349,286
261,7,1230075,201,1230422,347
262,7,1233088,202,1233430,342
263,7,1236100,201,1236407,307
264,7,1239113,202,1239575,462
265,5,1242124,201,1242408,284
266,5,1245135,202,1245480,345
267,5,1248147,201,1248521,374
268,5,1251158,202,1251481,323
269,7,1254169,201,1254505,336
270,5,1257182,202,1257466,284
271,3,1322279,201,1322692,413
272,5,1325291,202,1325572,281
273,3,1328403,201,1328676,273
274,7,1331414,202,1331669,255
275,5,1334527,202,1334789,262
276,5,1337539,201,1337814,275
277,7,1340653,202,1340966,313
278,7,1343665,201,1344119,454
279,7,1346778,201,1346983,205
280,5,1349790,202,1350072,282
281,3,1352902,202,1353192,290
282,7,1355914,201,1356216,302
283,7,1359031,201,1359321,290
284,5,1362044,201,1362345,301
285,7,1365156,202,1365514,358
286,3,1368169,201,1368410,241
287,7,1371280,201,1371531,251
288,5,1374293,202,1374619,326
289,3,1377355,201,1377692,337
290,3,1380369,201,1380652,283
291,7,1383406,202,1383709,303
292,7,1386418,202,1386829,411
293,3,1389443,201,1389725,282
294,5,1392456,202,1392814,358
295,5,1395474,202,1395806,332
296,3,1398487,201,1398767,280
297,3,1401502,201,1401807,305
298,3,1404515,202,1404848,333
299,5,1407528,201,1407840,312
300,7,1410541,202,1410897,356
301,5,1413554,201,1413841,287
302,3,1416566,202,1416865,299
303,3,1419579,202,1419954,375
304,5,1422591,201,1422962,371
305,3,1425604,202,1425891,287
306,5,1428617,201,1428899,282
307,7,1431630,202,1432004,374
308,7,1434642,201,1434980,338
309,3,1437654,202,1437941,287
310,7,1440667,202,1441061,394
311,5,1443679,201,1444021,342
312,3,1446690,201,1446998,308
313,7,1449701,201,1449990,289
314,5,1452713,201,1453031,318
315,5,1455724,202,1456087,363
316,5,1626734,202,1627184,450
317,5,1629745,201,1630177,432
318,5,1632859,202,1633153,294
319,3,1635871,201,1636194,323
320,7,1638983,201,1639250,267
321,5,1641994,202,1642003,9
322,7,1645106,202,1645363,257
323,7,1648119,201,1648420,301
324,5,1651231,202,1651524,293
325,7,1654243,201,1654645,402
326,5,1657356,202,1657637,281
327,7,1660368,202,1660741,373
328,5,1663481,201,1663782,301
329,7,1666493,201,1666982,489
330,7,1669607,202,1670071,464
331,7,1672621,201,1672967,346
332,3,1675732,202,1676136,404
333,7,1678744,202,1679096,352
334,3,1681807,201,1682249,442
335,3,1684819,201,1685289,470
336,3,1687856,202,1688169,313
337,7,1690873,202,1691194,321
338,5,1693896,202,1694218,322
339,3,1696909,202,1697243,334
340,7,1699926,201,1700203,277
341,5,1702940,201,1703228,288
342,7,1705956,201,1706364,408
343,7,1708969,202,1709469,500
344,5,1711982,201,1712317,335
345,5,1714995,202,1715293,298
346,3,1718010,202,1718462,452
347,5,1721024,201,1721342,318
348,3,1724037,201,1724335,298
349,3,1727049,202,1727423,374
350,7,1730061,201,1730368,307
351,5,1733073,202,1733344,271
352,7,1736086,201,1736337,251
353,3,1739099,202,1739393,294
354,3,1742110,201,1742418,308
355,3,1745123,202,1745490,367
356,3,1748135,202,1748450,315
357,3,1751147,202,1751539,392
358,5,1754159,201,1754659,500
359,3,1757171,201,1757492,321
360,5,1760183,202,1760596,413
361,7,1858268,201,1858675,407
362,5,1861380,202,1861683,303
363,3,1864392,201,1864708,316
364,7,1867504,201,1867764,260
365,5,1870517,202,1870868,351
366,3,1873629,202,1873877,248
367,5,1876651,201,1876965,314
368,7,1879763,202,1880086,323
369,5,1882776,201,1883222,446
370,5,1885888,202,1886263,375
371,5,1888901,201,1889303,402
372,5,1892013,202,1892328,315
373,7,1895025,201,1895448,423
374,3,1898138,201,1898473,335
375,3,1901150,201,1901513,363
376,5,1904257,202,1904649,392
377,7,1907269,202,1907882,613
378,7,1910328,202,1910858,530
379,7,1913340,201,1913755,415
380,7,1916376,202,1916715,339
381,7,1919389,201,1919756,367
382,5,1922412,201,1922796,384
383,3,1925424,201,1925789,365
384,7,1928442,202,1928989,547
385,5,1931456,202,1932078,622
386,5,1934472,202,1934910,438
387,3,1937484,201,1937934,450
388,3,1940498,202,1940847,349
389,7,1943512,201,1943903,391
390,7,1946525,202,1946848,323
391,3,1949538,201,1950176,638
392,3,1952552,202,1952881,329
393,3,1955564,201,1955889,325
394,3,1958577,202,1959186,609
395,3,1961590,201,1962178,588
396,3,1964602,202,1964962,360
397,5,1967615,201,1967891,276
398,7,1970627,201,1970963,336
399,5,1973639,201,1974148,509
400,7,1976660,202,1976980,320
401,3,1979672,202,1980085,413
402,5,1982686,201,1983125,439
403,3,1985698,202,1985973,275
404,5,1988711,201,1989046,335
405,7,1991723,202,1992070,347
406,3,2232792,201,2233162,370
407,5,2235804,202,2236170,366
408,3,2238915,201,2239387,472
409,7,2241927,202,2242171,244
410,7,2245039,201,2245324,285
411,5,2248052,202,2248380,328
412,5,2251164,201,2251453,289
413,7,2254176,201,2254445,269
414,5,2257288,202,2257598,310
415,3,2260301,202,2260734,433
416,3,2263414,201,2263742,328
417,5,2266426,201,2266783,357
418,3,2269539,202,2269855,316
419,3,2272551,201,2272848,297
420,7,2275660,202,2275904,244
421,5,2278673,201,2279057,384
422,7,2281734,202,2282001,267
423,3,2284746,202,2285122,376
424,3,2287783,201,2288098,315
425,3,2290795,201,2291107,312
426,7,2293820,202,2294115,295
427,5,2296832,202,2297123,291
428,3,2299851,202,2300068,217
429,5,2302863,201,2303156,293
430,5,2305879,201,2306197,318
431,5,2308892,201,2309253,361
432,7,2311906,202,2312278,372
433,3,2314919,201,2315238,319
434,5,2317934,202,2318215,281
435,7,2320946,201,2321223,277
436,3,2323959,202,2324327,368
437,7,2326971,201,2327384,413
438,5,2329984,202,2330376,392
439,7,2332996,201,2333321,325
440,3,2336008,202,2336409,401
441,3,2339021,201,2339418,397
442,7,2342033,202,2342570,537
443,5,2345046,201,2345531,485
444,5,2348058,202,2348523,465
445,7,2351070,201,2351643,573
446,5,2354083,202,2354332,249
447,3,2357095,201,2357404,309
448,7,2360107,201,2360445,338
449,7,2363119,201,2363549,430
450,7,2366132,202,2366494,362
451,5,2455328,201,2455675,347
452,3,2458340,202,2458731,391
453,5,2461452,202,2461772,320
454,7,2464464,201,2464764,300
455,5,2467576,201,2467901,325
456,5,2470589,202,2470861,272
457,3,2473701,201,2473998,297
458,3,2476713,202,2477054,341
459,5,2479826,201,2480158,332
460,7,2482838,202,2483231,393
461,7,2485951,201,2486335,384
462,3,2488963,202,2489376,413
463,7,2492076,201,2492464,388
464,7,2495088,201,2495617,529
465,3,2498197,201,2498609,412
466,3,2501209,201,2502034,825
467,7,2504270,202,2504850,580
468,3,2507283,201,2507618,335
469,3,2510319,202,2510675,356
470,3,2513332,201,2513667,335
471,3,2516356,202,2516676,320
472,3,2519369,202,2519796,427
473,7,2522387,202,2522837,450
474,3,2525399,201,2525957,558
475,5,2528415,202,2528790,375
476,7,2531427,201,2531750,323
477,3,2534441,202,2534870,429
478,5,2537454,202,2537879,425
479,7,2540467,202,2540791,324
480,7,2543480,201,2543864,384
481,5,2546492,201,2546776,284
482,7,2549505,201,2549881,376
483,5,2552517,202,2552953,436
484,3,2555531,201,2555930,399
485,7,2558543,202,2558842,299
486,3,2561555,202,2561882,327
487,7,2564567,201,2564907,340
488,7,2567579,201,2568043,464
489,5,2570592,202,2571084,492
490,5,2573606,201,2574092,486
491,5,2576617,202,2576925,308
492,5,2579629,201,2579933,304
493,7,2582641,201,2583038,397
494,5,2585653,201,2586126,473
495,5,2588666,201,2589039,373
496,5,2807771,201,2808175,404
497,3,2810783,202,2811039,256
498,7,2813895,201,2814176,281
499,7,2816907,202,2817168,261
500,3,2820020,201,2820417,397
501,3,2823032,202,2823313,281
502,7,2826144,202,2826370,226
503,5,2829157,201,2829426,269
504,7,2832269,202,2832514,245
505,5,2835281,202,2835555,274
506,5,2838394,201,2838659,265
507,5,2841406,201,2841732,326
508,5,2844518,201,2844772,254
509,5,2847531,202,2847813,282
510,5,2850639,201,2850949,310
511,3,2853651,201,2853974,323
512,7,2856711,202,2857062,351
513,7,2859723,201,2859991,268
514,5,2862759,202,2863047,288
515,3,2865772,201,2866055,283
516,7,2868796,202,2869096,300
517,3,2871808,202,2872104,296
518,3,2874827,201,2875145,318
519,7,2877839,201,2878169,330
520,5,2880854,202,2881258,404
521,5,2883867,201,2884138,271
522,5,2886881,201,2887211,330
523,7,2889893,202,2890155,262
524,7,2892906,201,2893211,305
525,5,2895919,202,2896236,317
526,7,2898931,201,2899212,281
527,3,2901944,201,2902285,341
528,5,2904956,201,2905261,305
529,5,2907968,202,2908270,302
530,3,2910981,202,2911294,313
531,7,2913993,201,2914415,422
532,3,2917005,202,2917279,274
533,3,2920017,201,2920319,302
534,3,2923031,202,2923328,297
535,3,2926043,201,2926336,293
536,7,2929056,202,2929345,289
537,3,2932068,201,2932353,285
538,7,2935081,202,2935458,377
539,7,2938093,201,2938434,341
540,3,2941104,0,0,0
