id,eventcode,time,type,meaning,group,checkas,ingroup,unusual,need
1052,5,2862759,stimulate,medium competance face,514,1,1,0,1
1053,202,2863047,response,low competance key,514,2,2,0,1
1054,3,2865772,stimulate,low competance face,515,1,1,0,1
1055,201,2866055,response,high competance key,515,2,2,0,1
1056,7,2868796,stimulate,high competance face,516,1,1,0,1
1057,202,2869096,response,low competance key,516,2,2,0,1
1058,3,2871808,stimulate,low competance face,517,1,1,0,1
1059,202,2872104,response,low competance key,517,2,2,0,1
1060,3,2874827,stimulate,low competance face,518,1,1,0,1
1061,201,2875145,response,high competance key,518,2,2,0,1
1062,7,2877839,stimulate,high competance face,519,1,1,0,1
1063,201,2878169,response,high competance key,519,2,2,0,1
1064,5,2880854,stimulate,medium competance face,520,1,1,0,1
1065,202,2881258,response,low competance key,520,2,2,0,1
1066,5,2883867,stimulate,medium competance face,521,1,1,0,1
1067,201,2884138,response,high competance key,521,2,2,0,1
1068,5,2886881,stimulate,medium competance face,522,1,1,0,1
1069,201,2887211,response,high competance key,522,2,2,0,1
1070,7,2889893,stimulate,high competance face,523,1,1,0,1
1071,202,2890155,response,low competance key,523,2,2,0,1
1072,7,2892906,stimulate,high competance face,524,1,1,0,1
1073,201,2893211,response,high competance key,524,2,2,0,1
1074,5,2895919,stimulate,medium competance face,525,1,1,0,1
1075,202,2896236,response,low competance key,525,2,2,0,1
1076,7,2898931,stimulate,high competance face,526,1,1,0,1
1077,201,2899212,response,high competance key,526,2,2,0,1
1078,3,2901944,stimulate,low competance face,527,1,1,0,1
1079,201,2902285,response,high competance key,527,2,2,0,1
1080,5,2904956,stimulate,medium competance face,528,1,1,0,1
1081,201,2905261,response,high competance key,528,2,2,0,1
1082,5,2907968,stimulate,medium competance face,529,1,1,0,1
1083,202,2908270,response,low competance key,529,2,2,0,1
1084,3,2910981,stimulate,low competance face,530,1,1,0,1
1085,202,2911294,response,low competance key,530,2,2,0,1
1086,7,2913993,stimulate,high competance face,531,1,1,0,1
1087,201,2914415,response,high competance key,531,2,2,0,1
1088,3,2917005,stimulate,low competance face,532,1,1,0,1
1089,202,2917279,response,low competance key,532,2,2,0,1
1090,3,2920017,stimulate,low competance face,533,1,1,0,1
1091,201,2920319,response,high competance key,533,2,2,0,1
1092,3,2923031,stimulate,low competance face,534,1,1,0,1
1093,202,2923328,response,low competance key,534,2,2,0,1
1094,3,2926043,stimulate,low competance face,535,1,1,0,1
1095,201,2926336,response,high competance key,535,2,2,0,1
1096,7,2929056,stimulate,high competance face,536,1,1,0,1
1097,202,2929345,response,low competance key,536,2,2,0,1
1098,3,2932068,stimulate,low competance face,537,1,1,0,1
1099,201,2932353,response,high competance key,537,2,2,0,1
1100,7,2935081,stimulate,high competance face,538,1,1,0,1
1101,202,2935458,response,low competance key,538,2,2,0,1
1102,7,2938093,stimulate,high competance face,539,1,1,0,1
1103,201,2938434,response,high competance key,539,2,2,0,1
1104,3,2941104,stimulate,low competance face,540,1,1,0,1
