[Subject]	
[Date]	05/30/2016
[Time]	17:35:24
[Channels]	27
[Rate]	1000.000000
[Type]	Average
[Points]	1351
[Xmin]	-100.00000
[Sweeps]	5047
[Accepted]	79
[Rejected]	4968
[Domain]	Time
[Rows]	Points																									
[Electrode Labels]																											
[FP2]	        [AF4]	        [F2]	        [F4]	        [F6]	        [F8]	        [FC2]	        [FC4]	        [FC6]	        [FT8]	        [C2]	        [C4]	        [C6]	        [T8]	        [CP2]	        [CP4]	        [CP6]	        [TP8]	        [P2]	        [P4]	        [P6]	        [P8]	        [PO4]	        [PO6]	        [PO8]	        [O2]	        [CB2]	
[Electrode XUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Electrode YUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Average Data]
-0.52155 	-0.56000 	-0.71845 	-0.76530 	-0.57010 	-0.56195 	-0.74485 	-0.57620 	-0.59640 	-0.47770 	-0.32615 	-0.25540 	-0.26915 	-0.79940 	0.10100 	-0.11245 	-0.39210 	-1.46730 	0.10575 	0.08110 	-0.24735 	-0.54465 	0.19925 	0.17545 	0.06110 	0.38005 	0.35055 
-0.56040 	-0.60310 	-0.75185 	-0.79170 	-0.56970 	-0.60130 	-0.77120 	-0.59960 	-0.61260 	-0.47360 	-0.34165 	-0.25660 	-0.31625 	-0.74180 	0.10700 	-0.10525 	-0.37750 	-1.41020 	0.11525 	0.09005 	-0.21495 	-0.51345 	0.24775 	0.22830 	0.13255 	0.41070 	0.34230 
-0.58880 	-0.64005 	-0.77370 	-0.80700 	-0.56070 	-0.62665 	-0.78605 	-0.61370 	-0.61960 	-0.45360 	-0.34935 	-0.25220 	-0.35935 	-0.65930 	0.11740 	-0.09450 	-0.35310 	-1.31825 	0.12915 	0.10385 	-0.17600 	-0.46310 	0.30040 	0.28520 	0.21000 	0.44720 	0.34175 
-0.60690 	-0.67015 	-0.78525 	-0.81285 	-0.54595 	-0.63840 	-0.79040 	-0.62020 	-0.62000 	-0.42085 	-0.34980 	-0.24385 	-0.39845 	-0.55655 	0.13130 	-0.08150 	-0.32055 	-1.19485 	0.14675 	0.12160 	-0.13175 	-0.39490 	0.35665 	0.34550 	0.29155 	0.48905 	0.34905 
-0.61550 	-0.69325 	-0.78795 	-0.81130 	-0.52870 	-0.63800 	-0.78625 	-0.62145 	-0.61595 	-0.37910 	-0.34440 	-0.23410 	-0.43390 	-0.43920 	0.14695 	-0.06810 	-0.28215 	-1.04555 	0.16685 	0.14205 	-0.08395 	-0.31150 	0.41520 	0.40785 	0.37490 	0.53500 	0.36380 
-0.61590 	-0.70925 	-0.78370 	-0.80475 	-0.51170 	-0.62795 	-0.77575 	-0.62005 	-0.60950 	-0.33205 	-0.33520 	-0.22570 	-0.46595 	-0.31370 	0.16255 	-0.05615 	-0.24060 	-0.87710 	0.18785 	0.16365 	-0.03425 	-0.21610 	0.47465 	0.47095 	0.45770 	0.58365 	0.38495 
-0.60980 	-0.71830 	-0.77465 	-0.79560 	-0.49740 	-0.61125 	-0.76150 	-0.61885 	-0.60225 	-0.28305 	-0.32435 	-0.22175 	-0.49505 	-0.18680 	0.17610 	-0.04750 	-0.19835 	-0.69725 	0.20830 	0.18465 	0.01555 	-0.11280 	0.53330 	0.53300 	0.53760 	0.63300 	0.41125 
-0.59895 	-0.72070 	-0.76295 	-0.78620 	-0.48750 	-0.59105 	-0.74595 	-0.62035 	-0.59570 	-0.23510 	-0.31400 	-0.22470 	-0.52190 	-0.06505 	0.18580 	-0.04360 	-0.15770 	-0.51390 	0.22655 	0.20345 	0.06415 	-0.00595 	0.58930 	0.59255 	0.61250 	0.68125 	0.44120 
-0.58520 	-0.71730 	-0.75045 	-0.77880 	-0.48335 	-0.57040 	-0.73130 	-0.62705 	-0.59165 	-0.19065 	-0.30630 	-0.23655 	-0.54770 	0.04580 	0.19015 	-0.04545 	-0.12100 	-0.33445 	0.24130 	0.21865 	0.11025 	0.10030 	0.64100 	0.64805 	0.68085 	0.72660 	0.47290 
-0.57025 	-0.70900 	-0.73895 	-0.77520 	-0.48565 	-0.55155 	-0.71945 	-0.64060 	-0.59145 	-0.15165 	-0.30280 	-0.25845 	-0.57390 	0.14085 	0.18795 	-0.05390 	-0.09030 	-0.16535 	0.25135 	0.22915 	0.15285 	0.20185 	0.68700 	0.69840 	0.74140 	0.76735 	0.50465 
