[Subject]	
[Date]	05/30/2016
[Time]	17:35:24
[Channels]	27
[Rate]	1000.000000
[Type]	Average
[Points]	1351
[Xmin]	-100.00000
[Sweeps]	5047
[Accepted]	189
[Rejected]	4858
[Domain]	Time
[Rows]	Points																									
[Electrode Labels]																											
[FP2]	        [AF4]	        [F2]	        [F4]	        [F6]	        [F8]	        [FC2]	        [FC4]	        [FC6]	        [FT8]	        [C2]	        [C4]	        [C6]	        [T8]	        [CP2]	        [CP4]	        [CP6]	        [TP8]	        [P2]	        [P4]	        [P6]	        [P8]	        [PO4]	        [PO6]	        [PO8]	        [O2]	        [CB2]	
[Electrode XUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Electrode YUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Average Data]
0.08795 	0.17350 	0.00465 	0.02770 	0.01985 	0.07965 	0.05715 	0.07610 	0.03410 	0.34240 	0.18695 	0.29885 	0.39310 	0.31665 	0.41195 	0.44430 	0.47305 	0.65965 	0.39455 	0.44940 	0.53725 	0.47905 	0.38245 	0.46195 	0.39740 	0.16950 	-0.00900 
0.07225 	0.14655 	-0.01370 	-0.00030 	0.00895 	0.07960 	0.03615 	0.04110 	0.02820 	0.34180 	0.17625 	0.27670 	0.37410 	0.30050 	0.40450 	0.43520 	0.47535 	0.59935 	0.39025 	0.44515 	0.53625 	0.46395 	0.37995 	0.45605 	0.41240 	0.16855 	-0.01555 
0.05655 	0.11550 	-0.03095 	-0.02595 	0.00145 	0.08280 	0.01560 	0.00785 	0.02720 	0.33975 	0.16375 	0.25210 	0.35585 	0.27840 	0.39350 	0.42355 	0.47670 	0.53050 	0.38315 	0.43810 	0.53265 	0.44780 	0.37460 	0.44580 	0.42475 	0.16415 	-0.02445 
0.04085 	0.08125 	-0.04710 	-0.04945 	-0.00380 	0.08885 	-0.00440 	-0.02320 	0.02970 	0.33685 	0.14950 	0.22555 	0.33820 	0.24915 	0.37885 	0.40905 	0.47610 	0.45355 	0.37280 	0.42785 	0.52615 	0.43065 	0.36590 	0.43125 	0.43385 	0.15625 	-0.03550 
0.02510 	0.04535 	-0.06235 	-0.07085 	-0.00805 	0.09730 	-0.02360 	-0.05175 	0.03440 	0.33385 	0.13350 	0.19755 	0.32095 	0.21235 	0.36045 	0.39155 	0.47235 	0.36920 	0.35885 	0.41380 	0.51630 	0.41205 	0.35340 	0.41265 	0.43935 	0.14465 	-0.04840 
0.00950 	0.00945 	-0.07655 	-0.09000 	-0.01215 	0.10770 	-0.04175 	-0.07735 	0.04025 	0.33180 	0.11600 	0.16855 	0.30410 	0.16855 	0.33855 	0.37065 	0.46440 	0.27815 	0.34110 	0.39555 	0.50265 	0.39155 	0.33685 	0.39000 	0.44065 	0.12930 	-0.06280 
-0.00565 	-0.02480 	-0.08955 	-0.10675 	-0.01655 	0.11960 	-0.05835 	-0.09955 	0.04640 	0.33155 	0.09735 	0.13910 	0.28755 	0.11935 	0.31320 	0.34620 	0.45130 	0.18175 	0.31935 	0.37275 	0.48490 	0.36845 	0.31595 	0.36365 	0.43740 	0.11035 	-0.07840 
-0.02010 	-0.05585 	-0.10100 	-0.12060 	-0.02135 	0.13200 	-0.07290 	-0.11775 	0.05220 	0.33355 	0.07790 	0.10985 	0.27110 	0.06725 	0.28480 	0.31855 	0.43260 	0.08145 	0.29355 	0.34525 	0.46275 	0.34230 	0.29070 	0.33390 	0.42930 	0.08795 	-0.09520 
-0.03365 	-0.08195 	-0.11035 	-0.13100 	-0.02630 	0.14410 	-0.08470 	-0.13125 	0.05725 	0.33735 	0.05860 	0.08180 	0.25470 	0.01550 	0.25400 	0.28810 	0.40825 	-0.02085 	0.26410 	0.31330 	0.43635 	0.31270 	0.26135 	0.30130 	0.41625 	0.06265 	-0.11305 
-0.04580 	-0.10185 	-0.11675 	-0.13735 	-0.03035 	0.15490 	-0.09275 	-0.13920 	0.06125 	0.34190 	0.04035 	0.05620 	0.23815 	-0.03235 	0.22170 	0.25575 	0.37905 	-0.12265 	0.23180 	0.27785 	0.40630 	0.28000 	0.22890 	0.26665 	0.39875 	0.03530 	-0.13140 
-0.05595 	-0.11440 	-0.11925 	-0.13870 	-0.03240 	0.16355 	-0.09590 	-0.14070 	0.06450 	0.34540 	0.02455 	0.03435 	0.22145 	-0.07240 	0.18940 	0.22290 	0.34655 	-0.22080 	0.19805 	0.24015 	0.37375 	0.24495 	0.19475 	0.23120 	0.37795 	0.00730 	-0.14945 
-0.06335 	-0.11875 	-0.11660 	-0.13415 	-0.03105 	0.16945 	-0.09295 	-0.13475 	0.06735 	0.34610 	0.01280 	0.01780 	0.20480 	-0.10110 	0.15865 	0.19110 	0.31280 	-0.31210 	0.16465 	0.20210 	0.34040 	0.20930 	0.16080 	0.19685 	0.35565 	-0.01940 	-0.16565 
-0.06705 	-0.11435 	-0.10780 	-0.12290 	-0.02500 	0.17250 	-0.08275 	-0.12060 	0.07050 	0.34225 	0.00655 	0.00815 	0.18840 	-0.11505 	0.13105 	0.16215 	0.28040 	-0.39270 	0.13345 	0.16575 	0.30830 	0.17520 	0.12930 	0.16545 	0.33390 	-0.04285 	-0.17840 
-0.06620 	-0.10145 	-0.09200 	-0.10435 	-0.01330 	0.17305 	-0.06455 	-0.09790 	0.07480 	0.33275 	0.00700 	0.00635 	0.17235 	-0.11195 	0.10815 	0.13750 	0.25200 	-0.45930 	0.10635 	0.13300 	0.27940 	0.14505 	0.10235 	0.13875 	0.31465 	-0.06145 	-0.18630 
-0.06035 	-0.08085 	-0.06890 	-0.07865 	0.00415 	0.17160 	-0.03835 	-0.06705 	0.08090 	0.31700 	0.01490 	0.01270 	0.15680 	-0.09090 	0.09085 	0.11815 	0.22960 	-0.50900 	0.08470 	0.10530 	0.25535 	0.12060 	0.08170 	0.11815 	0.29935 	-0.07395 	-0.18840 
-0.04950 	-0.05410 	-0.03920 	-0.04660 	0.02680 	0.16895 	-0.00500 	-0.02940 	0.08895 	0.29510 	0.02995 	0.02660 	0.14120 	-0.05265 	0.07945 	0.10420 	0.21455 	-0.54035 	0.06905 	0.08345 	0.23700 	0.10300 	0.06820 	0.10410 	0.28845 	-0.08000 	-0.18490 
-0.03420 	-0.02360 	-0.00405 	-0.00985 	0.05325 	0.16585 	0.03400 	0.01290 	0.09850 	0.26780 	0.05130 	0.04670 	0.12485 	0.00025 	0.07340 	0.09515 	0.20685 	-0.55310 	0.05935 	0.06720 	0.22440 	0.09225 	0.06185 	0.09625 	0.28160 	-0.08025 	-0.17660 
-0.01560 	0.00795 	0.03460 	0.02940 	0.08150 	0.16270 	0.07635 	0.05710 	0.10825 	0.23625 	0.07725 	0.07085 	0.10640 	0.06355 	0.07150 	0.08975 	0.20555 	-0.54850 	0.05470 	0.05595 	0.21655 	0.08765 	0.06205 	0.09350 	0.27775 	-0.07575 	-0.16495 
0.00495 	0.03775 	0.07440 	0.06870 	0.10915 	0.15995 	0.11940 	0.10010 	0.11670 	0.20165 	0.10570 	0.09645 	0.08455 	0.13230 	0.07205 	0.08625 	0.20870 	-0.52890 	0.05365 	0.04825 	0.21200 	0.08760 	0.06725 	0.09435 	0.27515 	-0.06825 	-0.15200 
0.02600 	0.06335 	0.11275 	0.10520 	0.13375 	0.15765 	0.16035 	0.13875 	0.12205 	0.16510 	0.13430 	0.12080 	0.05805 	0.20080 	0.07335 	0.08275 	0.21370 	-0.49770 	0.05465 	0.04260 	0.20870 	0.09030 	0.07585 	0.09695 	0.27205 	-0.05955 	-0.13980 
