[Subject]	
[Date]	05/30/2016
[Time]	17:35:24
[Channels]	27
[Rate]	1000.000000
[Type]	Average
[Points]	1351
[Xmin]	-100.00000
[Sweeps]	5047
[Accepted]	69
[Rejected]	4978
[Domain]	Time
[Rows]	Points																									
[Electrode Labels]																											
[FP2]	        [AF4]	        [F2]	        [F4]	        [F6]	        [F8]	        [FC2]	        [FC4]	        [FC6]	        [FT8]	        [C2]	        [C4]	        [C6]	        [T8]	        [CP2]	        [CP4]	        [CP6]	        [TP8]	        [P2]	        [P4]	        [P6]	        [P8]	        [PO4]	        [PO6]	        [PO8]	        [O2]	        [CB2]	
[Electrode XUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Electrode YUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Average Data]
-0.15195 	-0.05005 	0.00295 	0.00865 	0.10545 	0.14635 	0.16380 	0.33895 	0.23415 	-0.07570 	0.24630 	0.44385 	0.46085 	1.16220 	0.64245 	0.67055 	1.12230 	1.87325 	0.92260 	1.07030 	1.52870 	1.41315 	1.70730 	1.65460 	1.72570 	1.36165 	0.87490 
-0.20495 	-0.15235 	-0.09525 	-0.13010 	-0.08360 	0.05430 	0.02365 	0.15620 	0.01620 	-0.14845 	0.07495 	0.25445 	0.30475 	1.03190 	0.41890 	0.45275 	0.97135 	1.80240 	0.71830 	0.88885 	1.40480 	1.34805 	1.58395 	1.56525 	1.67825 	1.28905 	0.82915 
-0.26715 	-0.27280 	-0.21035 	-0.28300 	-0.28525 	-0.05120 	-0.13450 	-0.04655 	-0.21640 	-0.22595 	-0.11445 	0.04555 	0.13405 	0.86710 	0.17690 	0.21720 	0.79980 	1.68670 	0.49405 	0.68625 	1.25655 	1.26570 	1.43480 	1.45280 	1.60785 	1.19595 	0.76640 
-0.33650 	-0.40600 	-0.33945 	-0.44640 	-0.49415 	-0.16885 	-0.30810 	-0.26550 	-0.45755 	-0.30745 	-0.31915 	-0.18085 	-0.04830 	0.67390 	-0.08070 	-0.03370 	0.60990 	1.53145 	0.25235 	0.46445 	1.08535 	1.16690 	1.26180 	1.31885 	1.51550 	1.08420 	0.68845 
-0.41055 	-0.54560 	-0.47895 	-0.61595 	-0.70445 	-0.29590 	-0.49325 	-0.49545 	-0.70025 	-0.39165 	-0.53555 	-0.42170 	-0.23870 	0.45900 	-0.35030 	-0.29645 	0.40530 	1.34370 	-0.00335 	0.22645 	0.89370 	1.05320 	1.06785 	1.16565 	1.40340 	0.95645 	0.59770 
-0.48675 	-0.68480 	-0.62450 	-0.78695 	-0.91020 	-0.42860 	-0.68590 	-0.73035 	-0.93725 	-0.47725 	-0.75945 	-0.67295 	-0.43265 	0.22925 	-0.62755 	-0.56720 	0.19045 	1.13155 	-0.26920 	-0.02390 	0.68500 	0.92660 	0.85650 	0.99645 	1.27445 	0.81570 	0.49715 
-0.56230 	-0.81700 	-0.77160 	-0.95455 	-1.10605 	-0.56255 	-0.88110 	-0.96405 	-1.16210 	-0.56380 	-0.98640 	-0.92975 	-0.62555 	-0.00925 	-0.90775 	-0.84120 	-0.02940 	0.90355 	-0.54050 	-0.28225 	0.46375 	0.78970 	0.63200 	0.81505 	1.13250 	0.66535 	0.39000 
-0.63455 	-0.93620 	-0.91570 	-1.11470 	-1.28745 	-0.69335 	-1.07425 	-1.19060 	-1.36955 	-0.65140 	-1.21160 	-1.18655 	-0.81275 	-0.25130 	-1.18590 	-1.11355 	-0.24925 	0.66815 	-0.81280 	-0.54380 	0.23465 	0.64500 	0.39905 	0.62545 	0.98145 	0.50910 	0.27960 
-0.70100 	-1.03785 	-1.05275 	-1.26365 	-1.45080 	-0.81725 	-1.26095 	-1.40465 	-1.55615 	-0.74050 	-1.43050 	-1.43765 	-0.99040 	-0.49265 	-1.45715 	-1.37935 	-0.46415 	0.43310 	-1.08140 	-0.80385 	0.00250 	0.49495 	0.16210 	0.43180 	0.82535 	0.35030 	0.16900 
-0.75960 	-1.11875 	-1.17940 	-1.39875 	-1.59365 	-0.93125 	-1.43735 	-1.60210 	-1.71980 	-0.83165 	-1.63925 	-1.67765 	-1.15520 	-0.72980 	-1.71715 	-1.63405 	-0.67030 	0.20495 	-1.34210 	-1.05795 	-0.22820 	0.34175 	-0.07460 	0.23755 	0.66760 	0.19215 	0.06060 
-0.80890 	-1.17780 	-1.29310 	-1.51820 	-1.71430 	-1.03360 	-1.60035 	-1.78000 	-1.85980 	-0.92530 	-1.83440 	-1.90185 	-1.30495 	-0.95960 	-1.96220 	-1.87415 	-0.86475 	-0.01145 	-1.59150 	-1.30265 	-0.45380 	0.18705 	-0.30735 	0.04575 	0.51100 	0.03705 	-0.04375 
-0.84830 	-1.21555 	-1.39230 	-1.62085 	-1.81175 	-1.12360 	-1.74780 	-1.93635 	-1.97600 	-1.02135 	-2.01345 	-2.10625 	-1.43785 	-1.17890 	-2.18960 	-2.09675 	-1.04525 	-0.21305 	-1.82685 	-1.53490 	-0.67140 	0.03275 	-0.53320 	-0.14155 	0.35730 	-0.11315 	-0.14295 
-0.87760 	-1.23390 	-1.47610 	-1.70630 	-1.88560 	-1.20125 	-1.87805 	-2.07025 	-2.06860 	-1.11910 	-2.17415 	-2.28750 	-1.55285 	-1.38425 	-2.39720 	-2.29990 	-1.21080 	-0.39860 	-2.04605 	-1.75250 	-0.87865 	-0.11970 	-0.74980 	-0.32275 	0.20775 	-0.25715 	-0.23670 
-0.89705 	-1.23605 	-1.54430 	-1.77425 	-1.93590 	-1.26690 	-1.98990 	-2.18130 	-2.13770 	-1.21680 	-2.31520 	-2.44315 	-1.64900 	-1.57175 	-2.58355 	-2.48215 	-1.36090 	-0.56860 	-2.24755 	-1.95370 	-1.07385 	-0.26845 	-0.95520 	-0.49655 	0.06315 	-0.39400 	-0.32470 
-0.90735 	-1.22550 	-1.59690 	-1.82480 	-1.96280 	-1.32080 	-2.08265 	-2.26960 	-2.18350 	-1.31180 	-2.43540 	-2.57145 	-1.72575 	-1.73725 	-2.74750 	-2.64270 	-1.49565 	-0.72465 	-2.43025 	-2.13730 	-1.25560 	-0.41170 	-1.14760 	-0.66215 	-0.07590 	-0.52295 	-0.40675 
-0.90885 	-1.20610 	-1.63425 	-1.85820 	-1.96705 	-1.36290 	-2.15600 	-2.33580 	-2.20620 	-1.40060 	-2.53400 	-2.67165 	-1.78340 	-1.87695 	-2.88860 	-2.78095 	-1.61585 	-0.86935 	-2.59330 	-2.30230 	-1.42285 	-0.54795 	-1.32570 	-0.81845 	-0.20855 	-0.64335 	-0.48255 
-0.90230 	-1.18140 	-1.65680 	-1.87485 	-1.94965 	-1.39310 	-2.21000 	-2.38075 	-2.20655 	-1.47935 	-2.61085 	-2.74390 	-1.82260 	-1.98755 	-3.00660 	-2.89695 	-1.72265 	-1.00545 	-2.73630 	-2.44820 	-1.57485 	-0.67580 	-1.48830 	-0.96475 	-0.33440 	-0.75455 	-0.55140 
-0.88820 	-1.15440 	-1.66520 	-1.87545 	-1.91215 	-1.41115 	-2.24490 	-2.40550 	-2.18615 	-1.54430 	-2.66595 	-2.78875 	-1.84515 	-2.06705 	-3.10165 	-2.99075 	-1.81750 	-1.13550 	-2.85905 	-2.57460 	-1.71135 	-0.79445 	-1.63470 	-1.10025 	-0.45280 	-0.85615 	-0.61295 
