[Subject]	
[Date]	05/30/2016
[Time]	17:35:24
[Channels]	27
[Rate]	1000.000000
[Type]	Average
[Points]	1351
[Xmin]	-100.00000
[Sweeps]	5047
[Accepted]	189
[Rejected]	4858
[Domain]	Time
[Rows]	Points																									
[Electrode Labels]																											
[FP2]	        [AF4]	        [F2]	        [F4]	        [F6]	        [F8]	        [FC2]	        [FC4]	        [FC6]	        [FT8]	        [C2]	        [C4]	        [C6]	        [T8]	        [CP2]	        [CP4]	        [CP6]	        [TP8]	        [P2]	        [P4]	        [P6]	        [P8]	        [PO4]	        [PO6]	        [PO8]	        [O2]	        [CB2]	
[Electrode XUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Electrode YUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Average Data]
0.10975 	0.19705 	0.18305 	0.10620 	0.05025 	-0.04895 	0.17335 	0.16590 	0.11010 	-0.05330 	0.15675 	0.32240 	0.08680 	0.44320 	0.30895 	0.33235 	0.19540 	0.24575 	0.29330 	0.21300 	0.29920 	0.32275 	0.19150 	0.21515 	0.35765 	0.03020 	-0.06315 
0.09985 	0.15830 	0.16260 	0.09845 	0.03920 	-0.05310 	0.16385 	0.15735 	0.10500 	-0.03990 	0.15825 	0.32485 	0.08425 	0.48975 	0.32220 	0.34400 	0.21585 	0.25545 	0.31575 	0.25075 	0.32905 	0.35805 	0.21615 	0.24415 	0.38290 	0.04460 	-0.05310 
0.08930 	0.11700 	0.14215 	0.08960 	0.02855 	-0.05655 	0.15395 	0.14760 	0.09930 	-0.02245 	0.16030 	0.32660 	0.08365 	0.52285 	0.33475 	0.35575 	0.23650 	0.25910 	0.33770 	0.28795 	0.35695 	0.39025 	0.24120 	0.27215 	0.40585 	0.05935 	-0.04190 
0.07780 	0.07530 	0.12155 	0.07925 	0.01805 	-0.06035 	0.14320 	0.13660 	0.09340 	-0.00340 	0.16240 	0.32735 	0.08575 	0.54010 	0.34560 	0.36645 	0.25595 	0.25515 	0.35820 	0.32370 	0.38140 	0.41800 	0.26550 	0.29795 	0.42515 	0.07360 	-0.03060 
0.06525 	0.03545 	0.10085 	0.06740 	0.00765 	-0.06520 	0.13145 	0.12460 	0.08775 	0.01520 	0.16400 	0.32685 	0.09125 	0.54085 	0.35410 	0.37540 	0.27330 	0.24310 	0.37655 	0.35705 	0.40175 	0.44065 	0.28800 	0.32080 	0.43990 	0.08675 	-0.01990 
0.05185 	-0.00010 	0.08025 	0.05430 	-0.00250 	-0.07125 	0.11870 	0.11205 	0.08300 	0.03190 	0.16505 	0.32500 	0.10035 	0.52650 	0.35985 	0.38200 	0.28820 	0.22405 	0.39245 	0.38780 	0.41785 	0.45845 	0.30825 	0.34075 	0.44985 	0.09895 	-0.00965 
0.03820 	-0.02930 	0.06010 	0.04035 	-0.01235 	-0.07855 	0.10520 	0.09945 	0.07940 	0.04575 	0.16545 	0.32150 	0.11250 	0.49965 	0.36285 	0.38615 	0.30065 	0.20055 	0.40585 	0.41600 	0.43010 	0.47190 	0.32630 	0.35785 	0.45540 	0.11055 	0.00040 
0.02445 	-0.05085 	0.04060 	0.02580 	-0.02180 	-0.08665 	0.09110 	0.08705 	0.07670 	0.05645 	0.16525 	0.31605 	0.12630 	0.46360 	0.36315 	0.38750 	0.31075 	0.17590 	0.41680 	0.44180 	0.43885 	0.48210 	0.34195 	0.37265 	0.45700 	0.12210 	0.01085 
0.01105 	-0.06425 	0.02185 	0.01085 	-0.03095 	-0.09515 	0.07645 	0.07475 	0.07460 	0.06410 	0.16410 	0.30795 	0.13935 	0.42165 	0.36055 	0.38565 	0.31840 	0.15375 	0.42510 	0.46515 	0.44450 	0.48975 	0.35535 	0.38535 	0.45520 	0.13375 	0.02190 
-0.00215 	-0.07005 	0.00335 	-0.00465 	-0.03980 	-0.10385 	0.06110 	0.06210 	0.07210 	0.06875 	0.16155 	0.29645 	0.14890 	0.37650 	0.35495 	0.38000 	0.32320 	0.13695 	0.43030 	0.48560 	0.44700 	0.49520 	0.36585 	0.39580 	0.45030 	0.14520 	0.03330 
-0.01530 	-0.06975 	-0.01510 	-0.02085 	-0.04840 	-0.11260 	0.04470 	0.04855 	0.06850 	0.07080 	0.15690 	0.28100 	0.15275 	0.32970 	0.34600 	0.36980 	0.32455 	0.12755 	0.43185 	0.50260 	0.44595 	0.49845 	0.37315 	0.40345 	0.44230 	0.15580 	0.04465 
-0.02880 	-0.06555 	-0.03425 	-0.03810 	-0.05680 	-0.12140 	0.02685 	0.03340 	0.06315 	0.07050 	0.14960 	0.26090 	0.14920 	0.28190 	0.33335 	0.35445 	0.32195 	0.12595 	0.42915 	0.51535 	0.44085 	0.49910 	0.37645 	0.40760 	0.43090 	0.16465 	0.05500 
-0.04320 	-0.06010 	-0.05455 	-0.05680 	-0.06510 	-0.13025 	0.00735 	0.01605 	0.05570 	0.06800 	0.13890 	0.23615 	0.13790 	0.23280 	0.31675 	0.33345 	0.31495 	0.13170 	0.42165 	0.52315 	0.43135 	0.49660 	0.37525 	0.40740 	0.41605 	0.17100 	0.06355 
-0.05870 	-0.05600 	-0.07640 	-0.07720 	-0.07385 	-0.13900 	-0.01415 	-0.00400 	0.04555 	0.06335 	0.12455 	0.20650 	0.11960 	0.18165 	0.29595 	0.30650 	0.30330 	0.14300 	0.40890 	0.52535 	0.41720 	0.49035 	0.36900 	0.40235 	0.39740 	0.17395 	0.06970 
-0.07575 	-0.05590 	-0.10015 	-0.09960 	-0.08365 	-0.14760 	-0.03770 	-0.02720 	0.03240 	0.05660 	0.10605 	0.17200 	0.09550 	0.12715 	0.27095 	0.27370 	0.28700 	0.15765 	0.39070 	0.52145 	0.39825 	0.47980 	0.35755 	0.39175 	0.37465 	0.17300 	0.07280 
-0.09440 	-0.06205 	-0.12590 	-0.12440 	-0.09550 	-0.15590 	-0.06345 	-0.05415 	0.01585 	0.04785 	0.08335 	0.13240 	0.06705 	0.06860 	0.24160 	0.23485 	0.26560 	0.17300 	0.36700 	0.51105 	0.37430 	0.46450 	0.34070 	0.37525 	0.34755 	0.16765 	0.07235 
-0.11485 	-0.07605 	-0.15360 	-0.15170 	-0.11020 	-0.16365 	-0.09130 	-0.08520 	-0.00425 	0.03695 	0.05630 	0.08770 	0.03570 	0.00560 	0.20775 	0.19005 	0.23895 	0.18650 	0.33775 	0.49375 	0.34525 	0.44415 	0.31835 	0.35255 	0.31580 	0.15730 	0.06780 
-0.13680 	-0.09860 	-0.18300 	-0.18115 	-0.12830 	-0.17075 	-0.12100 	-0.12030 	-0.02775 	0.02390 	0.02510 	0.03785 	0.00265 	-0.06130 	0.16955 	0.13955 	0.20695 	0.19600 	0.30315 	0.46960 	0.31110 	0.41875 	0.29065 	0.32345 	0.27925 	0.14195 	0.05880 
-0.15975 	-0.12940 	-0.21310 	-0.21200 	-0.14960 	-0.17690 	-0.15190 	-0.15885 	-0.05410 	0.00900 	-0.00950 	-0.01660 	-0.03060 	-0.13070 	0.12740 	0.08375 	0.17020 	0.20025 	0.26360 	0.43875 	0.27215 	0.38860 	0.25810 	0.28840 	0.23820 	0.12160 	0.04540 
-0.18280 	-0.16690 	-0.24280 	-0.24290 	-0.17330 	-0.18175 	-0.18270 	-0.19955 	-0.08205 	-0.00730 	-0.04650 	-0.07435 	-0.06255 	-0.20015 	0.08220 	0.02380 	0.12980 	0.19870 	0.22020 	0.40215 	0.22905 	0.35450 	0.22150 	0.24810 	0.19320 	0.09720 	0.02815 
-0.20460 	-0.20850 	-0.27030 	-0.27215 	-0.19815 	-0.18455 	-0.21185 	-0.24015 	-0.11025 	-0.02415 	-0.08410 	-0.13335 	-0.09160 	-0.26700 	0.03525 	-0.03870 	0.08755 	0.19160 	0.17420 	0.36115 	0.18300 	0.31760 	0.18225 	0.20395 	0.14545 	0.06980 	0.00810 
-0.22355 	-0.25065 	-0.29345 	-0.29745 	-0.22250 	-0.18480 	-0.23720 	-0.27815 	-0.13705 	-0.04030 	-0.12020 	-0.19120 	-0.11590 	-0.32820 	-0.01160 	-0.10160 	0.04570 	0.18000 	0.12755 	0.31765 	0.13570 	0.27960 	0.14205 	0.15750 	0.09655 	0.04115 	-0.01320 
-0.23795 	-0.28935 	-0.31015 	-0.31680 	-0.24465 	-0.18175 	-0.25655 	-0.31050 	-0.16080 	-0.05450 	-0.15245 	-0.24505 	-0.13390 	-0.38085 	-0.05630 	-0.16255 	0.00645 	0.16505 	0.08215 	0.27365 	0.08880 	0.24215 	0.10260 	0.11065 	0.04835 	0.01300 	-0.03415 
