groupid,stimu,stimu_time,resp,resp_time,rt
156,3,548546,202,549083,537
157,5,550979,202,551708,729
158,7,553546,201,554236,690
159,3,556146,202,556748,602
160,5,558605,202,559277,672
161,3,560846,202,561501,655
162,3,563246,202,563853,607
163,3,565755,202,566366,611
164,3,568188,201,569230,1042
165,3,570722,202,571358,636
166,5,573197,201,573935,738
167,7,575538,201,576303,765
168,7,577813,201,578511,698
169,3,580389,202,581024,635
170,3,582922,202,583664,742
171,5,585455,202,586049,594
172,5,587947,202,588545,598
173,7,590281,201,590977,696
174,7,592706,201,593346,640
175,7,595031,202,595762,731
176,3,597289,202,598146,857
177,3,599689,202,600275,586
178,7,601956,201,602851,895
179,7,604198,201,604851,653
180,5,606756,202,607396,640
181,5,807895,201,808866,971
182,3,810362,201,810818,456
183,3,812695,202,813330,635
184,5,815245,202,815763,518
185,3,817787,202,818291,504
186,7,820237,201,820691,454
187,5,822820,202,823284,464
188,5,825145,202,825588,443
189,7,827695,202,828196,501
190,3,829921,202,830421,500
191,5,832187,201,832837,650
192,5,834612,202,835061,449
193,7,836829,201,837494,665
194,5,839212,202,839830,618
195,3,841654,202,842182,528
196,7,844179,201,844871,692
197,7,846421,201,847143,722
198,3,848921,202,849448,527
199,3,851480,202,852056,576
200,3,853688,202,854296,608
201,7,856005,201,856633,628
202,3,858296,202,858841,545
203,5,860680,202,861353,673
204,7,863113,201,863786,673
205,5,865563,202,866010,447
206,5,868097,202,868666,569
207,7,870697,201,871291,594
208,7,873030,201,873691,661
209,3,875447,202,876011,564
210,5,878022,202,878732,710
211,7,880364,201,881020,656
212,5,882897,202,883389,492
213,3,885280,202,885789,509
214,7,887547,201,888125,578
215,5,889856,201,890510,654
216,3,892264,202,892750,486
217,3,894556,202,895182,626
218,5,896839,202,897647,808
219,7,899056,201,899743,687
220,7,901564,201,902095,531
221,5,903981,202,904528,547
222,7,906339,202,907440,1101
223,7,908739,202,909568,829
224,3,910948,202,911537,589
225,3,913431,202,914017,586
226,5,971983,202,972874,891
227,3,974283,202,974778,495
228,5,976633,201,977258,625
229,5,978966,202,979419,453
230,3,981525,202,982027,502
231,5,983783,202,984379,596
232,5,986333,201,986860,527
233,7,988742,201,989228,486
234,7,991200,201,991693,493
235,7,993525,202,994253,728
236,7,995942,201,996605,663
237,5,998300,201,998974,674
238,5,1000775,202,1001326,551
239,7,1003367,201,1003918,551
240,5,1005784,202,1006527,743
241,3,1008259,202,1008751,492
242,7,1010626,201,1011247,621
243,7,1013217,201,1013856,639
244,7,1015426,201,1015984,558
245,5,1017934,202,1018705,771
246,7,1020426,201,1021393,967
247,5,1022776,202,1023441,665
248,5,1025318,202,1026066,748
249,3,1027626,202,1028210,584
250,3,1030076,202,1030786,710
251,3,1032368,202,1032883,515
252,7,1034793,202,1035715,922
253,3,1037310,202,1037891,581
254,3,1039818,202,1040388,570
255,3,1042135,202,1042644,509
256,7,1044427,201,1044916,489
257,5,1046710,202,1047269,559
258,3,1049260,202,1049829,569
259,7,1051568,202,1052117,549
260,7,1054110,201,1054598,488
261,7,1056360,201,1057142,782
262,3,1058685,202,1059191,506
263,3,1061194,202,1061703,509
264,5,1063502,202,1065079,1577
265,3,1065769,202,1066360,591
266,3,1068002,202,1068504,502
267,5,1070577,202,1071096,519
268,7,1072952,201,1073545,593
269,5,1075219,202,1075721,502
270,3,1077794,202,1078441,647
271,3,1149838,202,1150436,598
272,5,1152288,201,1152884,596
273,5,1154771,202,1155221,450
274,3,1156996,202,1157461,465
275,3,1159471,202,1159925,454
276,7,1161913,201,1162598,685
277,7,1164297,201,1164806,509
278,5,1166755,201,1167478,723
279,7,1169138,201,1169911,773
280,7,1171730,201,1172343,613
281,7,1174114,202,1174840,726
282,7,1176547,201,1177048,501
283,7,1179039,201,1179800,761
284,3,1181547,202,1182073,526
285,5,1184130,202,1184617,487
286,3,1186506,202,1187065,559
287,5,1189031,202,1189562,531
288,5,1191331,202,1191802,471
289,5,1193681,202,1194170,489
290,3,1195906,201,1196715,809
291,5,1198231,202,1198955,724
292,7,1200498,201,1201067,569
293,7,1202998,201,1203612,614
294,3,1205373,202,1205852,479
295,3,1207748,202,1208205,457
296,7,1210106,201,1210733,627
297,5,1212623,202,1213181,558
298,7,1214873,202,1215454,581
299,3,1217106,202,1217646,540
300,5,1219556,202,1220030,474
301,5,1221848,201,1222335,487
302,5,1224440,202,1225231,791
303,3,1227023,202,1227519,496
304,5,1229248,202,1229920,672
305,7,1231673,201,1232320,647
306,3,1233890,202,1234512,622
307,3,1236240,202,1236785,545
308,5,1238557,202,1239153,596
309,3,1240857,202,1241329,472
310,7,1243099,201,1243650,551
311,3,1245691,202,1246274,583
312,7,1248224,201,1248835,611
313,3,1250707,202,1251203,496
314,7,1253041,201,1253619,578
315,5,1255391,201,1256468,1077
316,5,1307326,201,1308011,685
317,5,1309801,202,1310316,515
318,5,1312392,201,1312908,516
319,3,1314884,202,1315388,504
320,7,1317159,201,1317965,806
321,5,1319534,201,1320109,575
322,3,1321993,202,1322701,708
323,5,1324259,201,1324830,571
324,3,1326609,202,1327038,429
325,7,1328901,201,1329438,537
326,3,1331151,202,1331775,624
327,7,1333626,201,1334207,581
328,5,1335985,201,1336848,863
329,3,1338576,202,1339120,544
330,3,1340910,202,1341392,482
331,3,1343327,202,1343857,530
332,5,1345618,202,1346081,463
333,7,1348110,201,1348721,611
334,7,1350593,201,1351218,625
335,7,1352910,202,1353538,628
336,5,1355260,202,1356018,758
337,3,1357510,202,1358243,733
338,7,1359727,202,1360211,484
339,5,1362210,202,1362771,561
340,3,1364452,202,1365028,576
341,7,1366877,201,1367636,759
342,7,1369344,201,1370052,708
343,7,1371619,201,1372293,674
344,5,1373961,202,1374453,492
345,7,1376328,201,1377510,1182
346,5,1378586,202,1379222,636
347,5,1380919,202,1381638,719
348,7,1383153,201,1383766,613
349,3,1385361,202,1385879,518
350,5,1387578,201,1388167,589
351,3,1390078,202,1390599,521
352,7,1392428,201,1393048,620
353,3,1394945,202,1395496,551
354,5,1397320,202,1397929,609
355,7,1399870,201,1400489,619
356,7,1402295,201,1402905,610
357,3,1404645,202,1405226,581
358,3,1407228,202,1407802,574
359,5,1409578,202,1410106,528
360,3,1411962,202,1412715,753
361,3,1545799,202,1546430,631
362,7,1548016,201,1548623,607
363,5,1550507,202,1550959,452
364,3,1552924,202,1553343,419
365,3,1555258,202,1555648,390
366,5,1557733,202,1558144,411
367,5,1559991,201,1560817,826
368,5,1562358,202,1562881,523
369,7,1564599,201,1565217,618
370,5,1566808,202,1567346,538
371,3,1569250,202,1569746,496
372,7,1571658,201,1572306,648
373,5,1574116,201,1574707,591
374,5,1576366,202,1576899,533
375,3,1578675,202,1579155,480
376,7,1580967,202,1581668,701
377,5,1583450,202,1583892,442
378,3,1585983,202,1586452,469
379,7,1588542,201,1589157,615
380,3,1591109,202,1591557,448
381,3,1593350,202,1593925,575
382,3,1595892,201,1596630,738
383,3,1598467,202,1598934,467
384,3,1600817,202,1601303,486
385,5,1603184,202,1603639,455
386,3,1605392,202,1605863,471
387,3,1607701,202,1608152,451
388,7,1609976,201,1610456,480
389,7,1612492,201,1613480,988
390,7,1615076,201,1615673,597
391,7,1617476,201,1618249,773
392,3,1619843,202,1620377,534
393,5,1622393,201,1623082,689
394,7,1624668,201,1625402,734
395,3,1627176,202,1627658,482
396,7,1629451,201,1629979,528
397,5,1631685,202,1632283,598
398,7,1634226,201,1634748,522
399,7,1636635,201,1637084,449
400,5,1639110,202,1639676,566
401,7,1641493,201,1642109,616
402,5,1644060,202,1645037,977
403,5,1646568,202,1647053,485
404,7,1649135,201,1649742,607
405,5,1651519,202,1652014,495
406,5,1710095,202,1710775,680
407,5,1712570,202,1713015,445
408,7,1714854,201,1715511,657
409,3,1717320,202,1717784,464
410,3,1719862,202,1720440,578
411,3,1722129,202,1722681,552
412,5,1724721,202,1725385,664
413,3,1727304,202,1727817,513
414,5,1729887,202,1730362,475
415,5,1732271,202,1732746,475
416,5,1734704,202,1735226,522
417,7,1737188,201,1737675,487
418,7,1739421,201,1739963,542
419,5,1741871,201,1742491,620
420,7,1744130,201,1744700,570
421,7,1746705,201,1747228,523
422,7,1748946,201,1749532,586
423,7,1751480,201,1752061,581
424,5,1753880,202,1754541,661
425,3,1756105,202,1756766,661
426,3,1758413,202,1758926,513
427,3,1760947,202,1761502,555
428,7,1763388,201,1764511,1123
429,3,1765772,202,1766591,819
430,7,1768014,201,1768799,785
431,3,1770414,202,1770992,578
432,5,1772897,202,1773488,591
433,5,1775172,201,1775904,732
434,3,1777764,202,1778321,557
435,3,1780089,202,1780593,504
436,3,1782397,202,1782881,484
437,5,1784781,202,1785202,421
438,7,1787347,201,1787906,559
439,5,1789614,202,1790114,500
440,5,1792048,202,1792595,547
441,7,1794473,201,1795059,586
442,3,1796731,202,1797396,665
443,7,1798939,201,1799540,601
444,7,1801398,202,1801876,478
445,5,1803956,202,1804533,577
446,3,1806356,202,1806773,417
447,5,1808756,202,1809237,481
448,7,1811315,201,1811862,547
449,3,1813606,202,1814118,512
450,7,1815990,201,1816502,512
451,3,2012212,202,2012819,607
452,3,2014670,202,2015108,438
453,5,2016979,201,2017636,657
454,5,2019571,202,2020052,481
455,5,2021837,202,2022341,504
456,7,2024237,201,2024901,664
457,7,2026604,201,2027189,585
458,5,2029046,202,2029494,448
459,3,2031571,202,2032102,531
460,3,2033821,202,2034487,666
461,5,2036221,201,2036759,538
462,3,2038496,202,2039111,615
463,5,2041055,201,2041912,857
464,7,2043563,201,2044168,605
465,7,2045838,201,2046392,554
466,5,2048396,202,2048873,477
467,3,2050688,202,2051161,473
468,7,2052938,201,2054297,1359
469,5,2055463,201,2056026,563
470,7,2057830,202,2058554,724
471,3,2060430,202,2061018,588
472,5,2062697,202,2063451,754
473,3,2065222,202,2065691,469
474,7,2067547,201,2068188,641
475,3,2069764,202,2070284,520
476,3,2071997,202,2072556,559
477,7,2074555,201,2075117,562
478,5,2077156,202,2077661,505
479,3,2079756,202,2080205,449
480,7,2082006,201,2082558,552
481,5,2084489,202,2085006,517
482,7,2086889,201,2087470,581
483,5,2089181,202,2089711,530
484,5,2091698,201,2092367,669
485,5,2094264,202,2094767,503
486,3,2096839,202,2097344,505
487,7,2099314,201,2100064,750
488,3,2101581,202,2102113,532
489,3,2104148,202,2104705,557
490,7,2106398,201,2107073,675
491,7,2108690,201,2109282,592
492,5,2111065,202,2111538,473
493,7,2113332,202,2114290,958
494,7,2115790,201,2116451,661
495,3,2118040,202,2118595,555
496,7,2194575,202,2195678,1103
497,3,2196976,202,2197487,511
498,3,2199376,202,2199791,415
499,3,2201934,202,2202431,497
500,5,2204534,202,2204960,426
501,5,2206851,202,2207376,525
502,7,2209251,201,2209840,589
503,5,2211726,202,2212369,643
504,7,2214284,201,2214801,517
505,5,2216809,202,2217282,473
506,7,2219151,201,2219778,627
507,3,2221610,202,2222434,824
508,3,2223951,202,2224387,436
509,7,2226268,201,2226787,519
510,5,2228760,202,2229235,475
511,7,2231168,201,2231748,580
512,7,2233427,201,2234100,673
513,7,2235968,201,2236532,564
514,5,2238427,202,2238933,506
515,3,2241018,202,2241477,459
516,3,2243535,202,2244022,487
517,5,2245944,202,2246550,606
518,5,2248260,202,2248742,482
519,3,2250519,202,2250919,400
520,3,2252810,202,2253255,445
521,5,2255377,201,2255943,566
522,3,2257761,202,2258264,503
523,3,2260061,202,2260536,475
524,5,2262286,202,2263016,730
525,7,2264744,201,2265241,497
526,5,2267303,202,2267833,530
527,3,2269561,202,2269993,432
528,7,2272161,201,2272762,601
529,7,2274378,201,2275066,688
530,3,2276728,202,2277210,482
531,7,2278953,201,2279547,594
532,7,2281186,202,2281995,809
533,3,2283670,202,2284219,549
534,5,2286020,202,2286428,408
535,5,2288303,202,2288764,461
536,7,2290645,201,2291213,568
537,7,2293153,201,2293629,476
538,5,2295728,202,2296221,493
539,3,2298037,202,2298526,489
540,5,2300562,202,2301518,956
