id,eventcode,time,type,meaning,group,checkas,ingroup,unusual,need
44,7,74840,stimulate,high competance face,19,1,1,0,1
45,201,75330,response,high competance key,19,2,2,0,1
46,3,77282,stimulate,low competance face,20,1,1,0,1
47,201,77746,response,high competance key,20,2,2,0,1
48,5,79682,stimulate,medium competance face,21,1,1,0,1
49,202,80259,response,low competance key,21,2,2,0,1
50,3,82015,stimulate,low competance face,22,1,1,0,1
51,201,82531,response,high competance key,22,2,2,0,1
52,5,84415,stimulate,medium competance face,23,1,1,0,1
53,201,84931,response,high competance key,23,2,2,0,1
54,7,86807,stimulate,high competance face,24,1,1,0,1
55,201,87412,response,high competance key,24,2,2,0,1
56,3,89099,stimulate,low competance face,25,1,1,0,1
57,201,89668,response,high competance key,25,2,2,0,1
58,7,91482,stimulate,high competance face,26,1,1,0,1
59,201,91988,response,high competance key,26,2,2,0,1
60,5,94065,stimulate,medium competance face,27,1,1,0,1
61,201,94645,response,high competance key,27,2,2,0,1
62,3,96632,stimulate,low competance face,28,1,1,0,1
63,202,97125,response,low competance key,28,2,2,0,1
64,3,99157,stimulate,low competance face,29,1,1,0,1
65,201,99717,response,high competance key,29,2,2,0,1
66,5,101657,stimulate,medium competance face,30,1,1,0,1
67,201,102278,response,high competance key,30,2,2,0,1
68,5,104107,stimulate,medium competance face,31,1,1,0,1
69,201,104662,response,high competance key,31,2,2,0,1
70,7,106616,stimulate,high competance face,32,1,1,0,1
71,201,107351,response,high competance key,32,2,2,0,1
72,7,108832,stimulate,high competance face,33,1,1,0,1
73,201,109495,response,high competance key,33,2,2,0,1
74,3,111316,stimulate,low competance face,34,1,1,0,1
75,202,112103,response,low competance key,34,2,2,0,1
76,7,113716,stimulate,high competance face,35,1,1,0,1
77,201,114264,response,high competance key,35,2,2,0,1
78,5,115941,stimulate,medium competance face,36,1,1,0,1
79,201,116568,response,high competance key,36,2,2,0,1
80,5,118233,stimulate,medium competance face,37,1,1,0,1
81,201,118744,response,high competance key,37,2,2,0,1
82,3,120499,stimulate,low competance face,38,1,1,0,1
83,201,121065,response,high competance key,38,2,2,0,1
84,7,122766,stimulate,high competance face,39,1,1,0,1
85,201,123369,response,high competance key,39,2,2,0,1
86,5,125050,stimulate,medium competance face,40,1,1,0,1
87,202,125673,response,low competance key,40,2,2,0,1
88,5,127266,stimulate,medium competance face,41,1,1,0,1
89,201,127818,response,high competance key,41,2,2,0,1
90,7,129708,stimulate,high competance face,42,1,1,0,1
91,201,130234,response,high competance key,42,2,2,0,1
92,3,132016,stimulate,low competance face,43,1,1,0,1
93,202,132426,response,low competance key,43,2,2,0,1
94,7,134233,stimulate,high competance face,44,1,1,0,1
95,201,134843,response,high competance key,44,2,2,0,1
96,3,136750,stimulate,low competance face,45,1,1,0,1
97,202,137243,response,low competance key,45,2,2,0,1
98,203,151645,blank,other,0,1,0,0,0
99,203,204677,blank,other,0,1,0,0,0
100,7,209377,stimulate,high competance face,46,1,1,0,1
101,201,209958,response,high competance key,46,2,2,0,1
102,7,211644,stimulate,high competance face,47,1,1,0,1
103,201,212150,response,high competance key,47,2,2,0,1
104,5,214202,stimulate,medium competance face,48,1,1,0,1
105,201,214870,response,high competance key,48,2,2,0,1
106,5,216627,stimulate,medium competance face,49,1,1,0,1
107,202,217223,response,low competance key,49,2,2,0,1
108,5,219060,stimulate,medium competance face,50,1,1,0,1
109,201,219607,response,high competance key,50,2,2,0,1
110,5,221360,stimulate,medium competance face,51,1,1,0,1
111,202,221960,response,low competance key,51,2,2,0,1
112,5,223786,stimulate,medium competance face,52,1,1,0,1
113,202,224472,response,low competance key,52,2,2,0,1
114,3,226377,stimulate,low competance face,53,1,1,0,1
115,202,226936,response,low competance key,53,2,2,0,1
116,3,228827,stimulate,low competance face,54,1,1,0,1
117,202,229337,response,low competance key,54,2,2,0,1
118,5,231327,stimulate,medium competance face,55,1,1,0,1
119,201,231913,response,high competance key,55,2,2,0,1
120,3,233919,stimulate,low competance face,56,1,1,0,1
121,201,234601,response,high competance key,56,2,2,0,1
122,7,236161,stimulate,high competance face,57,1,1,0,1
123,201,236810,response,high competance key,57,2,2,0,1
124,7,238511,stimulate,high competance face,58,1,1,0,1
125,201,239098,response,high competance key,58,2,2,0,1
126,5,240794,stimulate,medium competance face,59,1,1,0,1
127,201,241354,response,high competance key,59,2,2,0,1
128,7,243353,stimulate,high competance face,60,1,1,0,1
129,201,243963,response,high competance key,60,2,2,0,1
130,3,245561,stimulate,low competance face,61,1,1,0,1
131,202,246059,response,low competance key,61,2,2,0,1
132,7,247861,stimulate,high competance face,62,1,1,0,1
133,201,248603,response,high competance key,62,2,2,0,1
134,7,250411,stimulate,high competance face,63,1,1,0,1
135,201,250988,response,high competance key,63,2,2,0,1
136,3,252895,stimulate,low competance face,64,1,1,0,1
137,202,253420,response,low competance key,64,2,2,0,1
138,5,255345,stimulate,medium competance face,65,1,1,0,1
139,201,256093,response,high competance key,65,2,2,0,1
140,7,257611,stimulate,high competance face,66,1,1,0,1
141,201,258157,response,high competance key,66,2,2,0,1
142,3,259912,stimulate,low competance face,67,1,1,0,1
143,201,260509,response,high competance key,67,2,2,0,1
144,7,262237,stimulate,high competance face,68,1,1,0,1
145,201,262894,response,high competance key,68,2,2,0,1
146,3,264828,stimulate,low competance face,69,1,1,0,1
147,202,265390,response,low competance key,69,2,2,0,1
148,5,267412,stimulate,medium competance face,70,1,1,0,1
149,201,267966,response,high competance key,70,2,2,0,1
150,3,269862,stimulate,low competance face,71,1,1,0,1
151,202,270543,response,low competance key,71,2,2,0,1
152,7,272204,stimulate,high competance face,72,1,1,0,1
153,201,272783,response,high competance key,72,2,2,0,1
154,3,274770,stimulate,low competance face,73,1,1,0,1
155,201,275503,response,high competance key,73,2,2,0,1
156,7,277329,stimulate,high competance face,74,1,1,0,1
157,201,277856,response,high competance key,74,2,2,0,1
158,3,279804,stimulate,low competance face,75,1,1,0,1
159,202,280560,response,low competance key,75,2,2,0,1
160,7,282037,stimulate,high competance face,76,1,1,0,1
161,201,282688,response,high competance key,76,2,2,0,1
162,5,284329,stimulate,medium competance face,77,1,1,0,1
163,201,284929,response,high competance key,77,2,2,0,1
164,5,286862,stimulate,medium competance face,78,1,1,0,1
165,201,287441,response,high competance key,78,2,2,0,1
166,5,289254,stimulate,medium competance face,79,1,1,0,1
167,201,290018,response,high competance key,79,2,2,0,1
168,3,291629,stimulate,low competance face,80,1,1,0,1
169,201,292290,response,high competance key,80,2,2,0,1
170,5,294062,stimulate,medium competance face,81,1,1,0,1
171,201,294802,response,high competance key,81,2,2,0,1
172,5,296579,stimulate,medium competance face,82,1,1,0,1
173,202,297219,response,low competance key,82,2,2,0,1
174,5,298938,stimulate,medium competance face,83,1,1,0,1
175,201,299539,response,high competance key,83,2,2,0,1
176,3,301429,stimulate,low competance face,84,1,1,0,1
177,201,302115,response,high competance key,84,2,2,0,1
178,7,303788,stimulate,high competance face,85,1,1,0,1
179,201,304324,response,high competance key,85,2,2,0,1
180,3,306054,stimulate,low competance face,86,1,1,0,1
181,201,306740,response,high competance key,86,2,2,0,1
182,7,308630,stimulate,high competance face,87,1,1,0,1
183,201,309444,response,high competance key,87,2,2,0,1
184,7,310930,stimulate,high competance face,88,1,1,0,1
185,202,311877,response,low competance key,88,2,2,0,1
186,3,313180,stimulate,low competance face,89,1,1,0,1
187,201,313989,response,high competance key,89,2,2,0,1
188,3,315488,stimulate,low competance face,90,1,1,0,1
189,202,316325,response,low competance key,90,2,2,0,1
190,203,409171,blank,other,0,1,0,0,0
191,3,414141,stimulate,low competance face,91,1,1,0,1
192,201,414900,response,high competance key,91,2,2,0,1
193,7,731558,stimulate,high competance face,92,1,1,0,1
194,201,732243,response,high competance key,92,2,2,0,1
195,7,733866,stimulate,high competance face,93,1,1,0,1
196,201,734355,response,high competance key,93,2,2,0,1
197,5,736358,stimulate,medium competance face,94,1,1,0,1
198,202,737092,response,low competance key,94,2,2,0,1
199,7,738858,stimulate,high competance face,95,1,1,0,1
200,201,739476,response,high competance key,95,2,2,0,1
201,3,741433,stimulate,low competance face,96,1,1,0,1
202,202,742020,response,low competance key,96,2,2,0,1
203,7,743733,stimulate,high competance face,97,1,1,0,1
204,201,744325,response,high competance key,97,2,2,0,1
205,5,746167,stimulate,medium competance face,98,1,1,0,1
206,202,746997,response,low competance key,98,2,2,0,1
207,7,748717,stimulate,high competance face,99,1,1,0,1
208,201,749381,response,high competance key,99,2,2,0,1
209,3,751167,stimulate,low competance face,100,1,1,0,1
210,202,751862,response,low competance key,100,2,2,0,1
211,3,753708,stimulate,low competance face,101,1,1,0,1
212,201,754262,response,high competance key,101,2,2,0,1
213,5,756217,stimulate,medium competance face,102,1,1,0,1
214,201,756694,response,high competance key,102,2,2,0,1
215,5,766067,stimulate,medium competance face,103,1,1,0,1
216,201,766568,response,high competance key,103,2,2,0,1
217,5,777934,stimulate,medium competance face,104,1,1,0,1
218,201,778490,response,high competance key,104,2,2,0,1
219,7,780384,stimulate,high competance face,105,1,1,0,1
220,201,780666,response,high competance key,105,2,2,0,1
221,3,782843,stimulate,low competance face,106,1,1,0,1
222,202,783418,response,low competance key,106,2,2,0,1
223,5,787509,stimulate,medium competance face,107,1,1,0,1
224,201,787979,response,high competance key,107,2,2,0,1
225,5,790059,stimulate,medium competance face,108,1,1,0,1
226,201,790635,response,high competance key,108,2,2,0,1
227,3,792593,stimulate,low competance face,109,1,1,0,1
228,202,793180,response,low competance key,109,2,2,0,1
229,203,1025614,blank,other,0,1,0,0,0
230,3,1030583,stimulate,low competance face,110,1,1,0,1
231,202,1031295,response,low competance key,110,2,2,0,1
232,3,1032908,stimulate,low competance face,111,1,1,0,1
233,202,1033551,response,low competance key,111,2,2,0,1
234,7,1035416,stimulate,high competance face,112,1,1,0,1
235,201,1036000,response,high competance key,112,2,2,0,1
236,7,1037633,stimulate,high competance face,113,1,1,0,1
237,201,1038176,response,high competance key,113,2,2,0,1
238,3,1040183,stimulate,low competance face,114,1,1,0,1
239,202,1040752,response,low competance key,114,2,2,0,1
240,7,1042666,stimulate,high competance face,115,1,1,0,1
241,201,1043233,response,high competance key,115,2,2,0,1
242,7,1045116,stimulate,high competance face,116,1,1,0,1
243,201,1045841,response,high competance key,116,2,2,0,1
244,7,1047566,stimulate,high competance face,117,1,1,0,1
245,201,1048209,response,high competance key,117,2,2,0,1
246,3,1050133,stimulate,low competance face,118,1,1,0,1
247,202,1050738,response,low competance key,118,2,2,0,1
248,5,1052633,stimulate,medium competance face,119,1,1,0,1
249,202,1053186,response,low competance key,119,2,2,0,1
250,5,1054842,stimulate,medium competance face,120,1,1,0,1
251,201,1055458,response,high competance key,120,2,2,0,1
252,5,1057092,stimulate,medium competance face,121,1,1,0,1
253,201,1057715,response,high competance key,121,2,2,0,1
254,7,1059525,stimulate,high competance face,122,1,1,0,1
255,201,1060163,response,high competance key,122,2,2,0,1
256,7,1061884,stimulate,high competance face,123,1,1,0,1
257,202,1062548,response,low competance key,123,2,2,0,1
258,3,1064359,stimulate,low competance face,124,1,1,0,1
259,202,1064964,response,low competance key,124,2,2,0,1
260,5,1066942,stimulate,medium competance face,125,1,1,0,1
261,201,1067652,response,high competance key,125,2,2,0,1
262,5,1069525,stimulate,medium competance face,126,1,1,0,1
263,201,1070261,response,high competance key,126,2,2,0,1
264,7,1071842,stimulate,high competance face,127,1,1,0,1
265,202,1072757,response,low competance key,127,2,2,0,1
266,7,1074342,stimulate,high competance face,128,1,1,0,1
267,201,1075061,response,high competance key,128,2,2,0,1
268,3,1076767,stimulate,low competance face,129,1,1,0,1
269,202,1077366,response,low competance key,129,2,2,0,1
270,7,1079142,stimulate,high competance face,130,1,1,0,1
271,201,1079750,response,high competance key,130,2,2,0,1
272,5,1081442,stimulate,medium competance face,131,1,1,0,1
273,201,1082150,response,high competance key,131,2,2,0,1
274,7,1083851,stimulate,high competance face,132,1,1,0,1
275,201,1084775,response,high competance key,132,2,2,0,1
276,3,1086068,stimulate,low competance face,133,1,1,0,1
277,202,1086807,response,low competance key,133,2,2,0,1
278,5,1088409,stimulate,medium competance face,134,1,1,0,1
279,201,1089143,response,high competance key,134,2,2,0,1
280,5,1090993,stimulate,medium competance face,135,1,1,0,1
281,201,1091592,response,high competance key,135,2,2,0,1
282,7,1093484,stimulate,high competance face,136,1,1,0,1
283,201,1094104,response,high competance key,136,2,2,0,1
284,5,1095868,stimulate,medium competance face,137,1,1,0,1
285,201,1096585,response,high competance key,137,2,2,0,1
286,5,1098410,stimulate,medium competance face,138,1,1,0,1
287,201,1099113,response,high competance key,138,2,2,0,1
288,5,1100968,stimulate,medium competance face,139,1,1,0,1
289,201,1101625,response,high competance key,139,2,2,0,1
290,3,1103393,stimulate,low competance face,140,1,1,0,1
291,202,1104074,response,low competance key,140,2,2,0,1
292,3,1105693,stimulate,low competance face,141,1,1,0,1
293,201,1106314,response,high competance key,141,2,2,0,1
294,3,1108160,stimulate,low competance face,142,1,1,0,1
295,201,1108794,response,high competance key,142,2,2,0,1
296,7,1110435,stimulate,high competance face,143,1,1,0,1
297,201,1111067,response,high competance key,143,2,2,0,1
298,3,1112827,stimulate,low competance face,144,1,1,0,1
299,201,1113531,response,high competance key,144,2,2,0,1
300,3,1115277,stimulate,low competance face,145,1,1,0,1
301,201,1115979,response,high competance key,145,2,2,0,1
302,7,1117852,stimulate,high competance face,146,1,1,0,1
303,202,1118716,response,low competance key,146,2,2,0,1
304,7,1120385,stimulate,high competance face,147,1,1,0,1
305,201,1121132,response,high competance key,147,2,2,0,1
306,5,1122735,stimulate,medium competance face,148,1,1,0,1
307,201,1123565,response,high competance key,148,2,2,0,1
308,5,1125152,stimulate,medium competance face,149,1,1,0,1
309,202,1126205,response,low competance key,149,2,2,0,1
310,3,1127752,stimulate,low competance face,150,1,1,0,1
311,201,1128333,response,high competance key,150,2,2,0,1
312,3,1130244,stimulate,low competance face,151,1,1,0,1
313,201,1130878,response,high competance key,151,2,2,0,1
314,3,1132685,stimulate,low competance face,152,1,1,0,1
315,201,1133358,response,high competance key,152,2,2,0,1
316,5,1135211,stimulate,medium competance face,153,1,1,0,1
317,201,1135854,response,high competance key,153,2,2,0,1
318,5,1137477,stimulate,medium competance face,154,1,1,0,1
319,201,1138175,response,high competance key,154,2,2,0,1
320,203,1199512,blank,other,0,1,0,0,0
321,5,1209138,stimulate,medium competance face,155,1,1,0,1
322,201,1209577,response,high competance key,155,2,2,0,1
323,5,1211479,stimulate,medium competance face,156,1,1,0,1
324,201,1212170,response,high competance key,156,2,2,0,1
325,3,1214038,stimulate,low competance face,157,1,1,0,1
326,202,1214730,response,low competance key,157,2,2,0,1
327,7,1216479,stimulate,high competance face,158,1,1,0,1
328,201,1217034,response,high competance key,158,2,2,0,1
329,3,1218921,stimulate,low competance face,159,1,1,0,1
330,202,1219499,response,low competance key,159,2,2,0,1
331,5,1221321,stimulate,medium competance face,160,1,1,0,1
332,201,1221963,response,high competance key,160,2,2,0,1
333,3,1223896,stimulate,low competance face,161,1,1,0,1
334,201,1224699,response,high competance key,161,2,2,0,1
335,7,1226496,stimulate,high competance face,162,1,1,0,1
336,201,1227100,response,high competance key,162,2,2,0,1
337,3,1228946,stimulate,low competance face,163,1,1,0,1
338,202,1229724,response,low competance key,163,2,2,0,1
339,7,1231272,stimulate,high competance face,164,1,1,0,1
340,201,1231917,response,high competance key,164,2,2,0,1
341,3,1233605,stimulate,low competance face,165,1,1,0,1
342,201,1234285,response,high competance key,165,2,2,0,1
343,7,1235988,stimulate,high competance face,166,1,1,0,1
344,201,1236573,response,high competance key,166,2,2,0,1
345,5,1238288,stimulate,medium competance face,167,1,1,0,1
346,201,1238974,response,high competance key,167,2,2,0,1
347,3,1240522,stimulate,low competance face,168,1,1,0,1
348,201,1241342,response,high competance key,168,2,2,0,1
349,7,1252564,stimulate,high competance face,169,1,1,0,1
350,201,1253104,response,high competance key,169,2,2,0,1
351,3,1254772,stimulate,low competance face,170,1,1,0,1
352,201,1255360,response,high competance key,170,2,2,0,1
353,7,1256997,stimulate,high competance face,171,1,1,0,1
354,202,1257792,response,low competance key,171,2,2,0,1
355,5,1263939,stimulate,medium competance face,172,1,1,0,1
356,202,1264545,response,low competance key,172,2,2,0,1
357,5,1266289,stimulate,medium competance face,173,1,1,0,1
358,201,1266834,response,high competance key,173,2,2,0,1
359,5,1268873,stimulate,medium competance face,174,1,1,0,1
360,201,1269474,response,high competance key,174,2,2,0,1
361,5,1271081,stimulate,medium competance face,175,1,1,0,1
362,201,1271762,response,high competance key,175,2,2,0,1
363,3,1273614,stimulate,low competance face,176,1,1,0,1
364,202,1274211,response,low competance key,176,2,2,0,1
365,5,1275914,stimulate,medium competance face,177,1,1,0,1
366,201,1276451,response,high competance key,177,2,2,0,1
367,5,1278414,stimulate,medium competance face,178,1,1,0,1
368,201,1278963,response,high competance key,178,2,2,0,1
369,3,1280806,stimulate,low competance face,179,1,1,0,1
370,201,1281540,response,high competance key,179,2,2,0,1
371,3,1290290,stimulate,low competance face,180,1,1,0,1
372,202,1290933,response,low competance key,180,2,2,0,1
373,3,1292798,stimulate,low competance face,181,1,1,0,1
374,201,1293382,response,high competance key,181,2,2,0,1
375,5,1295373,stimulate,medium competance face,182,1,1,0,1
376,202,1296086,response,low competance key,182,2,2,0,1
377,5,1297815,stimulate,medium competance face,183,1,1,0,1
378,201,1298502,response,high competance key,183,2,2,0,1
379,7,1300407,stimulate,high competance face,184,1,1,0,1
380,201,1301063,response,high competance key,184,2,2,0,1
381,3,1302632,stimulate,low competance face,185,1,1,0,1
382,202,1303351,response,low competance key,185,2,2,0,1
383,7,1304932,stimulate,high competance face,186,1,1,0,1
384,201,1305655,response,high competance key,186,2,2,0,1
385,5,1307399,stimulate,medium competance face,187,1,1,0,1
386,202,1308392,response,low competance key,187,2,2,0,1
387,203,1536234,blank,other,0,1,0,0,0
388,3,1541005,stimulate,low competance face,188,1,1,0,1
389,201,1541626,response,high competance key,188,2,2,0,1
390,3,1543388,stimulate,low competance face,189,1,1,0,1
391,202,1544059,response,low competance key,189,2,2,0,1
392,5,1545988,stimulate,medium competance face,190,1,1,0,1
393,201,1546635,response,high competance key,190,2,2,0,1
394,3,1548389,stimulate,low competance face,191,1,1,0,1
395,201,1548891,response,high competance key,191,2,2,0,1
396,3,1550839,stimulate,low competance face,192,1,1,0,1
397,201,1551452,response,high competance key,192,2,2,0,1
398,5,1553347,stimulate,medium competance face,193,1,1,0,1
399,202,1554124,response,low competance key,193,2,2,0,1
400,7,1555764,stimulate,high competance face,194,1,1,0,1
401,201,1556300,response,high competance key,194,2,2,0,1
402,7,1558322,stimulate,high competance face,195,1,1,0,1
403,201,1558893,response,high competance key,195,2,2,0,1
404,7,1560906,stimulate,high competance face,196,1,1,0,1
405,202,1561693,response,low competance key,196,2,2,0,1
406,3,1563431,stimulate,low competance face,197,1,1,0,1
407,201,1563934,response,high competance key,197,2,2,0,1
408,5,1565856,stimulate,medium competance face,198,1,1,0,1
409,201,1566398,response,high competance key,198,2,2,0,1
410,3,1568089,stimulate,low competance face,199,1,1,0,1
411,201,1568782,response,high competance key,199,2,2,0,1
412,3,1570597,stimulate,low competance face,200,1,1,0,1
413,202,1571263,response,low competance key,200,2,2,0,1
414,7,1573098,stimulate,high competance face,201,1,1,0,1
415,201,1573567,response,high competance key,201,2,2,0,1
416,3,1575514,stimulate,low competance face,202,1,1,0,1
417,201,1576159,response,high competance key,202,2,2,0,1
418,7,1577898,stimulate,high competance face,203,1,1,0,1
419,201,1578560,response,high competance key,203,2,2,0,1
420,7,1580306,stimulate,high competance face,204,1,1,0,1
421,201,1580976,response,high competance key,204,2,2,0,1
422,3,1582714,stimulate,low competance face,205,1,1,0,1
423,201,1583600,response,high competance key,205,2,2,0,1
424,7,1585265,stimulate,high competance face,206,1,1,0,1
425,201,1585873,response,high competance key,206,2,2,0,1
426,7,1587473,stimulate,high competance face,207,1,1,0,1
427,201,1588065,response,high competance key,207,2,2,0,1
428,7,1589765,stimulate,high competance face,208,1,1,0,1
429,202,1590273,response,low competance key,208,2,2,0,1
430,5,1592306,stimulate,medium competance face,209,1,1,0,1
431,202,1593106,response,low competance key,209,2,2,0,1
432,7,1594815,stimulate,high competance face,210,1,1,0,1
433,201,1595346,response,high competance key,210,2,2,0,1
434,5,1597057,stimulate,medium competance face,211,1,1,0,1
435,201,1597602,response,high competance key,211,2,2,0,1
436,5,1599532,stimulate,medium competance face,212,1,1,0,1
437,201,1600211,response,high competance key,212,2,2,0,1
438,7,1601957,stimulate,high competance face,213,1,1,0,1
439,202,1602675,response,low competance key,213,2,2,0,1
440,5,1604482,stimulate,medium competance face,214,1,1,0,1
441,201,1605076,response,high competance key,214,2,2,0,1
442,5,1606773,stimulate,medium competance face,215,1,1,0,1
443,201,1607428,response,high competance key,215,2,2,0,1
444,7,1609307,stimulate,high competance face,216,1,1,0,1
445,201,1610020,response,high competance key,216,2,2,0,1
446,5,1611590,stimulate,medium competance face,217,1,1,0,1
447,201,1612261,response,high competance key,217,2,2,0,1
448,5,1613865,stimulate,medium competance face,218,1,1,0,1
449,201,1614437,response,high competance key,218,2,2,0,1
450,5,1616415,stimulate,medium competance face,219,1,1,0,1
451,202,1616869,response,low competance key,219,2,2,0,1
452,3,1618749,stimulate,low competance face,220,1,1,0,1
453,202,1619142,response,low competance key,220,2,2,0,1
454,5,1620982,stimulate,medium competance face,221,1,1,0,1
455,201,1621430,response,high competance key,221,2,2,0,1
456,3,1623391,stimulate,low competance face,222,1,1,0,1
457,201,1623910,response,high competance key,222,2,2,0,1
458,3,1625774,stimulate,low competance face,223,1,1,0,1
459,201,1626327,response,high competance key,223,2,2,0,1
460,7,1627999,stimulate,high competance face,224,1,1,0,1
461,201,1628695,response,high competance key,224,2,2,0,1
462,5,1630474,stimulate,medium competance face,225,1,1,0,1
463,202,1631047,response,low competance key,225,2,2,0,1
464,7,1632783,stimulate,high competance face,226,1,1,0,1
465,201,1633480,response,high competance key,226,2,2,0,1
466,3,1634991,stimulate,low competance face,227,1,1,0,1
467,202,1635784,response,low competance key,227,2,2,0,1
468,3,1637299,stimulate,low competance face,228,1,1,0,1
469,201,1637992,response,high competance key,228,2,2,0,1
470,5,1803671,stimulate,medium competance face,229,1,1,0,1
471,201,1804337,response,high competance key,229,2,2,0,1
472,7,1806079,stimulate,high competance face,230,1,1,0,1
473,201,1806657,response,high competance key,230,2,2,0,1
474,5,1808429,stimulate,medium competance face,231,1,1,0,1
475,201,1809010,response,high competance key,231,2,2,0,1
476,3,1810946,stimulate,low competance face,232,1,1,0,1
477,202,1811538,response,low competance key,232,2,2,0,1
478,203,1850184,blank,other,0,1,0,0,0
479,3,1864747,stimulate,low competance face,233,1,1,0,1
480,201,1865418,response,high competance key,233,2,2,0,1
481,7,1867089,stimulate,high competance face,234,1,1,0,1
482,201,1867754,response,high competance key,234,2,2,0,1
483,3,1869297,stimulate,low competance face,235,1,1,0,1
484,202,1869883,response,low competance key,235,2,2,0,1
485,7,1871506,stimulate,high competance face,236,1,1,0,1
486,201,1872059,response,high competance key,236,2,2,0,1
487,5,1873797,stimulate,medium competance face,237,1,1,0,1
488,202,1874395,response,low competance key,237,2,2,0,1
489,3,1876231,stimulate,low competance face,238,1,1,0,1
490,201,1876876,response,high competance key,238,2,2,0,1
491,5,1878756,stimulate,medium competance face,239,1,1,0,1
492,202,1879388,response,low competance key,239,2,2,0,1
493,3,1881264,stimulate,low competance face,240,1,1,0,1
494,202,1881804,response,low competance key,240,2,2,0,1
495,5,1883514,stimulate,medium competance face,241,1,1,0,1
496,201,1884157,response,high competance key,241,2,2,0,1
497,3,1885939,stimulate,low competance face,242,1,1,0,1
498,201,1886717,response,high competance key,242,2,2,0,1
499,5,1888273,stimulate,medium competance face,243,1,1,0,1
500,201,1888973,response,high competance key,243,2,2,0,1
501,3,1890773,stimulate,low competance face,244,1,1,0,1
502,202,1891406,response,low competance key,244,2,2,0,1
503,5,1893090,stimulate,medium competance face,245,1,1,0,1
504,201,1893630,response,high competance key,245,2,2,0,1
505,3,1895331,stimulate,low competance face,246,1,1,0,1
506,202,1896063,response,low competance key,246,2,2,0,1
507,3,1897848,stimulate,low competance face,247,1,1,0,1
508,201,1898447,response,high competance key,247,2,2,0,1
509,5,1900106,stimulate,medium competance face,248,1,1,2,1
510,7,1910182,stimulate,high competance face,249,2,1,0,1
511,202,1910929,response,low competance key,249,2,2,0,1
512,7,1912448,stimulate,high competance face,250,1,1,0,1
513,201,1913121,response,high competance key,250,2,2,0,1
514,5,1914790,stimulate,medium competance face,251,1,1,0,1
515,201,1915425,response,high competance key,251,2,2,0,1
516,7,1917257,stimulate,high competance face,252,1,1,0,1
517,201,1917938,response,high competance key,252,2,2,0,1
518,3,1919624,stimulate,low competance face,253,1,1,0,1
519,201,1920210,response,high competance key,253,2,2,0,1
520,3,1922007,stimulate,low competance face,254,1,1,0,1
521,202,1922546,response,low competance key,254,2,2,0,1
522,5,1924540,stimulate,medium competance face,255,1,1,0,1
523,201,1925123,response,high competance key,255,2,2,0,1
524,5,1926966,stimulate,medium competance face,256,1,1,0,1
525,201,1927587,response,high competance key,256,2,2,0,1
526,5,1929449,stimulate,medium competance face,257,1,1,0,1
527,201,1930020,response,high competance key,257,2,2,0,1
528,7,1931799,stimulate,high competance face,258,1,1,0,1
529,201,1932372,response,high competance key,258,2,2,0,1
530,7,1934016,stimulate,high competance face,259,1,1,0,1
531,201,1934660,response,high competance key,259,2,2,0,1
532,5,1936399,stimulate,medium competance face,260,1,1,0,1
533,202,1937013,response,low competance key,260,2,2,0,1
