id,eventcode,col3,col4,col5,time
130,202,0,0,0.0000,218100
131,7,0,0,0.0000,219929
132,202,0,0,0.0000,220453
133,7,0,0,0.0000,222454
134,201,0,0,0.0000,222869
135,7,0,0,0.0000,224695
136,201,0,0,0.0000,225189
137,3,0,0,0.0000,227129
138,202,0,0,0.0000,227766
139,7,0,0,0.0000,229496
140,202,0,0,0.0000,230198
141,3,0,0,0.0000,231971
142,202,0,0,0.0000,232551
143,3,0,0,0.0000,234179
144,202,0,0,0.0000,234791
145,3,0,0,0.0000,236596
146,202,0,0,0.0000,237239
147,5,0,0,0.0000,239079
148,202,0,0,0.0000,239656
149,5,0,0,0.0000,241588
150,201,0,0,0.0000,242152
151,5,0,0,0.0000,243813
152,202,0,0,0.0000,244504
153,5,0,0,0.0000,246229
154,201,0,0,0.0000,247001
155,5,0,0,0.0000,248604
156,202,0,0,0.0000,249241
157,5,0,0,0.0000,251029
158,201,0,0,0.0000,251849
159,7,0,0,0.0000,253246
160,201,0,0,0.0000,253754
161,5,0,0,0.0000,255455
162,202,0,0,0.0000,256218
163,7,0,0,0.0000,257813
164,201,0,0,0.0000,258554
165,3,0,0,0.0000,260163
166,202,0,0,0.0000,260875
167,7,0,0,0.0000,262613
168,201,0,0,0.0000,263323
169,7,0,0,0.0000,264922
170,202,0,0,0.0000,265627
171,7,0,0,0.0000,267513
172,202,0,0,0.0000,268156
173,7,0,0,0.0000,269913
174,201,0,0,0.0000,270604
175,5,0,0,0.0000,272222
176,202,0,0,0.0000,272733
177,7,0,0,0.0000,274530
178,202,0,0,0.0000,275245
179,3,0,0,0.0000,276980
180,202,0,0,0.0000,277789
181,5,0,0,0.0000,279322
182,202,0,0,0.0000,279918
183,3,0,0,0.0000,281780
184,202,0,0,0.0000,282686
185,5,0,0,0.0000,284322
186,202,0,0,0.0000,284830
187,7,0,0,0.0000,286547
188,202,0,0,0.0000,287023
189,203,0,0,0.0000,391326
190,3,0,0,0.0000,396300
191,202,0,0,0.0000,396991
192,3,0,0,0.0000,398733
193,201,0,0,0.0000,399327
194,5,0,0,0.0000,401109
195,202,0,0,0.0000,401824
196,5,0,0,0.0000,403400
197,202,0,0,0.0000,403984
198,5,0,0,0.0000,405859
199,201,0,0,0.0000,406432
200,7,0,0,0.0000,408309
201,201,0,0,0.0000,408993
202,3,0,0,0.0000,410642
203,202,0,0,0.0000,411233
204,5,0,0,0.0000,413209
205,202,0,0,0.0000,414113
206,3,0,0,0.0000,415476
207,202,0,0,0.0000,416178
208,7,0,0,0.0000,418009
209,201,0,0,0.0000,418706
210,5,0,0,0.0000,420442
211,202,0,0,0.0000,420978
212,5,0,0,0.0000,422917
213,202,0,0,0.0000,423571
214,7,0,0,0.0000,425409
215,202,0,0,0.0000,426035
216,7,0,0,0.0000,427868
217,201,0,0,0.0000,428403
218,5,0,0,0.0000,430318
219,202,0,0,0.0000,430948
220,5,0,0,0.0000,432593
221,201,0,0,0.0000,433236
222,5,0,0,0.0000,435034
223,202,0,0,0.0000,435589
224,7,0,0,0.0000,437268
225,202,0,0,0.0000,437893
226,7,0,0,0.0000,439860
227,202,0,0,0.0000,440533
228,7,0,0,0.0000,442426
229,201,0,0,0.0000,442902
230,3,0,0,0.0000,444776
231,202,0,0,0.0000,445462
232,3,0,0,0.0000,447168
233,202,0,0,0.0000,447830
234,5,0,0,0.0000,449477
235,202,0,0,0.0000,450071
236,3,0,0,0.0000,451893
237,201,0,0,0.0000,452711
238,3,0,0,0.0000,454477
239,202,0,0,0.0000,455095
240,7,0,0,0.0000,457027
241,202,0,0,0.0000,457704
242,5,0,0,0.0000,459318
243,201,0,0,0.0000,459880
244,5,0,0,0.0000,461660
245,202,0,0,0.0000,462328
246,7,0,0,0.0000,464085
247,202,0,0,0.0000,464601
248,3,0,0,0.0000,466327
249,202,0,0,0.0000,466905
250,3,0,0,0.0000,468644
251,202,0,0,0.0000,469257
252,5,0,0,0.0000,471227
253,202,0,0,0.0000,471770
254,3,0,0,0.0000,473494
255,201,0,0,0.0000,474058
256,3,0,0,0.0000,475902
257,202,0,0,0.0000,476603
258,7,0,0,0.0000,478144
259,201,0,0,0.0000,478731
260,7,0,0,0.0000,480502
261,201,0,0,0.0000,481035
262,3,0,0,0.0000,482877
263,202,0,0,0.0000,483516
264,7,0,0,0.0000,485211
265,202,0,0,0.0000,485724
266,7,0,0,0.0000,487686
267,201,0,0,0.0000,488252
268,3,0,0,0.0000,490194
269,201,0,0,0.0000,490781
270,7,0,0,0.0000,492794
271,202,0,0,0.0000,493181
272,5,0,0,0.0000,495344
273,201,0,0,0.0000,496173
274,5,0,0,0.0000,497728
275,201,0,0,0.0000,498222
276,7,0,0,0.0000,500086
277,201,0,0,0.0000,500558
278,3,0,0,0.0000,502453
279,202,0,0,0.0000,503054
280,203,0,0,0.0000,601133
281,5,0,0,0.0000,605831
282,201,0,0,0.0000,606654
283,3,0,0,0.0000,608414
284,202,0,0,0.0000,608926
285,5,0,0,0.0000,610681
286,201,0,0,0.0000,611342
287,3,0,0,0.0000,612981
288,201,0,0,0.0000,613423
289,7,0,0,0.0000,615298
290,201,0,0,0.0000,615727
291,7,0,0,0.0000,617848
292,201,0,0,0.0000,618383
293,5,0,0,0.0000,620223
294,202,0,0,0.0000,620848
295,5,0,0,0.0000,622823
296,202,0,0,0.0000,623536
297,5,0,0,0.0000,625231
298,201,0,0,0.0000,625921
299,3,0,0,0.0000,627798
300,201,0,0,0.0000,628545
301,3,0,0,0.0000,630298
302,202,0,0,0.0000,630897
303,5,0,0,0.0000,632590
304,202,0,0,0.0000,633170
305,5,0,0,0.0000,635023
306,201,0,0,0.0000,635714
307,3,0,0,0.0000,637423
308,202,0,0,0.0000,638002
309,5,0,0,0.0000,639798
310,202,0,0,0.0000,640403
311,5,0,0,0.0000,642365
312,201,0,0,0.0000,643027
313,7,0,0,0.0000,644665
314,201,0,0,0.0000,645235
315,7,0,0,0.0000,647265
316,201,0,0,0.0000,647764
317,3,0,0,0.0000,649549
318,202,0,0,0.0000,650052
319,5,0,0,0.0000,651882
320,201,0,0,0.0000,652420
321,7,0,0,0.0000,654207
322,202,0,0,0.0000,654581
323,5,0,0,0.0000,656457
324,202,0,0,0.0000,657157
325,7,0,0,0.0000,658790
326,201,0,0,0.0000,659414
327,3,0,0,0.0000,661307
328,202,0,0,0.0000,661910
329,7,0,0,0.0000,663524
330,201,0,0,0.0000,664086
331,7,0,0,0.0000,665899
332,201,0,0,0.0000,666391
333,7,0,0,0.0000,668149
334,201,0,0,0.0000,668599
335,5,0,0,0.0000,670499
336,202,0,0,0.0000,671239
337,3,0,0,0.0000,673024
338,202,0,0,0.0000,673624
339,3,0,0,0.0000,675583
340,202,0,0,0.0000,676136
341,3,0,0,0.0000,677791
342,202,0,0,0.0000,678328
343,7,0,0,0.0000,680349
344,201,0,0,0.0000,681001
345,7,0,0,0.0000,682874
346,202,0,0,0.0000,683561
347,3,0,0,0.0000,685175
348,202,0,0,0.0000,685721
349,3,0,0,0.0000,687700
350,202,0,0,0.0000,688282
351,7,0,0,0.0000,689933
352,201,0,0,0.0000,690698
353,7,0,0,0.0000,692383
354,201,0,0,0.0000,692938
355,5,0,0,0.0000,694958
356,201,0,0,0.0000,695675
357,5,0,0,0.0000,697450
358,201,0,0,0.0000,698123
359,5,0,0,0.0000,699992
360,201,0,0,0.0000,700444
361,7,0,0,0.0000,702583
362,201,0,0,0.0000,703148
363,7,0,0,0.0000,705175
364,201,0,0,0.0000,705676
365,3,0,0,0.0000,707442
366,202,0,0,0.0000,708125
367,3,0,0,0.0000,709934
368,202,0,0,0.0000,710493
369,3,0,0,0.0000,712425
370,202,0,0,0.0000,712973
371,203,0,0,0.0000,790153
372,3,0,0,0.0000,795102
373,201,0,0,0.0000,795818
374,3,0,0,0.0000,797686
375,202,0,0,0.0000,798138
376,5,0,0,0.0000,800236
377,201,0,0,0.0000,800746
378,5,0,0,0.0000,802478
379,202,0,0,0.0000,803051
380,3,0,0,0.0000,804869
381,202,0,0,0.0000,805563
382,3,0,0,0.0000,807444
383,202,0,0,0.0000,808059
384,5,0,0,0.0000,809678
385,201,0,0,0.0000,810300
386,3,0,0,0.0000,811911
387,202,0,0,0.0000,812396
388,7,0,0,0.0000,814453
389,201,0,0,0.0000,814940
390,5,0,0,0.0000,816753
391,202,0,0,0.0000,817421
392,7,0,0,0.0000,818986
393,201,0,0,0.0000,819693
394,7,0,0,0.0000,821245
395,201,0,0,0.0000,821709
396,7,0,0,0.0000,823678
397,201,0,0,0.0000,824110
398,5,0,0,0.0000,826103
399,201,0,0,0.0000,826590
400,3,0,0,0.0000,828603
401,202,0,0,0.0000,829039
402,5,0,0,0.0000,830853
403,202,0,0,0.0000,831407
404,3,0,0,0.0000,833145
405,202,0,0,0.0000,833631
406,7,0,0,0.0000,835370
407,201,0,0,0.0000,836096
408,7,0,0,0.0000,837770
409,202,0,0,0.0000,838384
410,5,0,0,0.0000,840362
411,201,0,0,0.0000,840928
412,7,0,0,0.0000,842579
413,201,0,0,0.0000,843121
414,5,0,0,0.0000,844970
415,201,0,0,0.0000,845489
416,7,0,0,0.0000,847196
417,201,0,0,0.0000,847937
418,7,0,0,0.0000,849454
419,201,0,0,0.0000,849890
420,5,0,0,0.0000,851754
421,201,0,0,0.0000,852146
422,7,0,0,0.0000,854062
423,201,0,0,0.0000,854498
424,7,0,0,0.0000,856446
425,201,0,0,0.0000,856739
426,7,0,0,0.0000,858796
427,201,0,0,0.0000,859347
428,7,0,0,0.0000,861146
429,201,0,0,0.0000,861603
430,3,0,0,0.0000,863613
431,202,0,0,0.0000,864340
432,5,0,0,0.0000,865829
433,202,0,0,0.0000,866452
434,5,0,0,0.0000,868338
435,201,0,0,0.0000,868916
436,5,0,0,0.0000,870755
437,201,0,0,0.0000,871301
438,5,0,0,0.0000,873138
439,201,0,0,0.0000,873685
440,3,0,0,0.0000,875713
441,202,0,0,0.0000,876181
442,5,0,0,0.0000,878288
443,201,0,0,0.0000,878806
444,3,0,0,0.0000,880746
445,202,0,0,0.0000,881334
446,3,0,0,0.0000,883122
447,202,0,0,0.0000,883863
448,3,0,0,0.0000,885338
449,202,0,0,0.0000,885927
450,5,0,0,0.0000,887805
451,201,0,0,0.0000,888503
452,3,0,0,0.0000,890330
453,202,0,0,0.0000,891016
454,3,0,0,0.0000,892755
455,202,0,0,0.0000,893416
456,3,0,0,0.0000,895097
457,201,0,0,0.0000,895704
458,202,0,0,0.0000,895800
459,7,0,0,0.0000,897430
460,201,0,0,0.0000,897993
461,7,0,0,0.0000,899730
462,201,0,0,0.0000,900457
463,203,0,0,0.0000,989254
464,5,0,0,0.0000,993983
465,202,0,0,0.0000,994551
466,5,0,0,0.0000,996333
467,201,0,0,0.0000,996839
468,7,0,0,0.0000,998716
469,201,0,0,0.0000,999192
470,3,0,0,0.0000,1001050
471,201,0,0,0.0000,1001464
472,7,0,0,0.0000,1003375
473,202,0,0,0.0000,1003752
474,7,0,0,0.0000,1005917
475,201,0,0,0.0000,1006313
476,7,0,0,0.0000,1008442
477,201,0,0,0.0000,1008953
478,3,0,0,0.0000,1010875
479,202,0,0,0.0000,1011561
480,3,0,0,0.0000,1013350
481,202,0,0,0.0000,1014026
482,3,0,0,0.0000,1015925
483,202,0,0,0.0000,1016426
484,7,0,0,0.0000,1018250
485,201,0,0,0.0000,1018827
486,7,0,0,0.0000,1020850
487,201,0,0,0.0000,1021339
488,7,0,0,0.0000,1023309
489,201,0,0,0.0000,1023835
490,5,0,0,0.0000,1025809
491,202,0,0,0.0000,1026492
492,5,0,0,0.0000,1028167
493,202,0,0,0.0000,1028652
494,3,0,0,0.0000,1030517
495,202,0,0,0.0000,1031020
496,5,0,0,0.0000,1033051
497,202,0,0,0.0000,1033581
498,3,0,0,0.0000,1035609
499,202,0,0,0.0000,1036141
500,3,0,0,0.0000,1038017
501,202,0,0,0.0000,1038541
502,5,0,0,0.0000,1040317
503,202,0,0,0.0000,1040718
504,3,0,0,0.0000,1042826
505,202,0,0,0.0000,1043230
506,7,0,0,0.0000,1045368
507,202,0,0,0.0000,1045839
508,5,0,0,0.0000,1047743
509,201,0,0,0.0000,1048127
510,3,0,0,0.0000,1050109
511,201,0,0,0.0000,1050543
512,3,0,0,0.0000,1052443
513,202,0,0,0.0000,1052976
514,5,0,0,0.0000,1054709
515,202,0,0,0.0000,1055232
516,7,0,0,0.0000,1057226
517,201,0,0,0.0000,1057952
518,7,0,0,0.0000,1059485
519,201,0,0,0.0000,1059937
520,5,0,0,0.0000,1061976
521,201,0,0,0.0000,1062497
522,7,0,0,0.0000,1064243
523,202,0,0,0.0000,1064833
524,5,0,0,0.0000,1066460
525,201,0,0,0.0000,1066834
526,5,0,0,0.0000,1069043
527,201,0,0,0.0000,1069554
528,3,0,0,0.0000,1071460
529,202,0,0,0.0000,1072178
530,7,0,0,0.0000,1073785
531,202,0,0,0.0000,1074419
532,3,0,0,0.0000,1076093
533,201,0,0,0.0000,1076611
534,5,0,0,0.0000,1078435
535,202,0,0,0.0000,1078963
536,5,0,0,0.0000,1080735
537,202,0,0,0.0000,1081284
538,7,0,0,0.0000,1083085
539,201,0,0,0.0000,1083556
540,3,0,0,0.0000,1085427
541,202,0,0,0.0000,1085732
542,3,0,0,0.0000,1087710
543,201,0,0,0.0000,1088149
544,5,0,0,0.0000,1090177
545,202,0,0,0.0000,1090661
546,3,0,0,0.0000,1092477
547,202,0,0,0.0000,1092853
548,7,0,0,0.0000,1094769
549,202,0,0,0.0000,1095206
550,5,0,0,0.0000,1097352
551,202,0,0,0.0000,1097766
552,7,0,0,0.0000,1099777
553,202,0,0,0.0000,1100231
554,203,0,0,0.0000,1167889
555,3,0,0,0.0000,1172663
556,201,0,0,0.0000,1173217
557,5,0,0,0.0000,1175221
558,201,0,0,0.0000,1175794
559,5,0,0,0.0000,1177521
560,201,0,0,0.0000,1178034
561,7,0,0,0.0000,1180080
562,201,0,0,0.0000,1180642
563,7,0,0,0.0000,1182413
564,201,0,0,0.0000,1182931
565,7,0,0,0.0000,1185013
566,201,0,0,0.0000,1185491
567,3,0,0,0.0000,1187605
568,202,0,0,0.0000,1188083
569,3,0,0,0.0000,1189896
570,202,0,0,0.0000,1190420
571,7,0,0,0.0000,1192497
572,201,0,0,0.0000,1193076
573,5,0,0,0.0000,1195080
574,202,0,0,0.0000,1195797
575,7,0,0,0.0000,1197588
576,201,0,0,0.0000,1198213
577,3,0,0,0.0000,1199930
578,202,0,0,0.0000,1200661
579,5,0,0,0.0000,1202455
580,202,0,0,0.0000,1203110
581,5,0,0,0.0000,1205030
582,202,0,0,0.0000,1205654
583,3,0,0,0.0000,1207555
584,202,0,0,0.0000,1208086
585,3,0,0,0.0000,1209764
586,201,0,0,0.0000,1210407
587,7,0,0,0.0000,1212089
588,201,0,0,0.0000,1212535
589,7,0,0,0.0000,1214655
590,201,0,0,0.0000,1215175
591,3,0,0,0.0000,1217172
592,201,0,0,0.0000,1217656
593,3,0,0,0.0000,1219664
594,201,0,0,0.0000,1220120
595,5,0,0,0.0000,1222022
596,201,0,0,0.0000,1222617
597,3,0,0,0.0000,1224447
598,202,0,0,0.0000,1224969
599,5,0,0,0.0000,1226697
600,202,0,0,0.0000,1227161
601,7,0,0,0.0000,1229256
602,202,0,0,0.0000,1229626
603,7,0,0,0.0000,1231506
604,202,0,0,0.0000,1231898
605,5,0,0,0.0000,1234081
606,201,0,0,0.0000,1234490
607,7,0,0,0.0000,1236514
608,202,0,0,0.0000,1236907
609,3,0,0,0.0000,1238906
610,202,0,0,0.0000,1239579
611,7,0,0,0.0000,1241348
612,201,0,0,0.0000,1242091
613,5,0,0,0.0000,1243806
614,201,0,0,0.0000,1244220
615,5,0,0,0.0000,1246115
616,201,0,0,0.0000,1246556
617,7,0,0,0.0000,1248523
618,201,0,0,0.0000,1248924
619,3,0,0,0.0000,1251073
620,201,0,0,0.0000,1251517
621,3,0,0,0.0000,1253315
622,201,0,0,0.0000,1253885
623,3,0,0,0.0000,1255623
624,202,0,0,0.0000,1256158
625,3,0,0,0.0000,1257998
626,202,0,0,0.0000,1258430
627,5,0,0,0.0000,1260340
628,201,0,0,0.0000,1260814
629,5,0,0,0.0000,1262665
630,202,0,0,0.0000,1263151
631,7,0,0,0.0000,1265174
632,202,0,0,0.0000,1265727
633,5,0,0,0.0000,1267624
634,202,0,0,0.0000,1268127
635,7,0,0,0.0000,1269999
636,202,0,0,0.0000,1270464
637,5,0,0,0.0000,1272599
638,201,0,0,0.0000,1272976
639,7,0,0,0.0000,1275174
640,201,0,0,0.0000,1275568
641,5,0,0,0.0000,1277582
642,201,0,0,0.0000,1278017
643,3,0,0,0.0000,1280074
644,201,0,0,0.0000,1280529
645,203,0,0,0.0000,1396722
646,7,0,0,0.0000,1401744
647,201,0,0,0.0000,1402451
648,5,0,0,0.0000,1403977
649,202,0,0,0.0000,1404547
650,7,0,0,0.0000,1406236
651,202,0,0,0.0000,1406916
652,5,0,0,0.0000,1408494
653,202,0,0,0.0000,1408948
654,3,0,0,0.0000,1411011
655,202,0,0,0.0000,1411508
656,5,0,0,0.0000,1413286
657,202,0,0,0.0000,1413717
658,3,0,0,0.0000,1415569
659,202,0,0,0.0000,1416005
660,3,0,0,0.0000,1417778
661,202,0,0,0.0000,1418245
662,5,0,0,0.0000,1420303
663,202,0,0,0.0000,1420646
664,5,0,0,0.0000,1422511
665,201,0,0,0.0000,1422998
666,7,0,0,0.0000,1424878
667,201,0,0,0.0000,1425366
668,3,0,0,0.0000,1427478
669,202,0,0,0.0000,1428151
670,5,0,0,0.0000,1429853
671,202,0,0,0.0000,1430327
672,7,0,0,0.0000,1432236
673,201,0,0,0.0000,1432728
674,3,0,0,0.0000,1434453
675,202,0,0,0.0000,1434872
676,3,0,0,0.0000,1436661
677,202,0,0,0.0000,1437160
678,5,0,0,0.0000,1438987
679,202,0,0,0.0000,1439401
680,5,0,0,0.0000,1441387
681,202,0,0,0.0000,1441977
682,5,0,0,0.0000,1443770
683,202,0,0,0.0000,1444377
684,5,0,0,0.0000,1446362
685,202,0,0,0.0000,1446922
686,7,0,0,0.0000,1448862
687,201,0,0,0.0000,1449274
688,3,0,0,0.0000,1451070
689,202,0,0,0.0000,1451658
690,7,0,0,0.0000,1453495
691,202,0,0,0.0000,1454043
692,3,0,0,0.0000,1455870
693,201,0,0,0.0000,1456267
694,5,0,0,0.0000,1458179
695,202,0,0,0.0000,1458763
696,5,0,0,0.0000,1460770
697,201,0,0,0.0000,1461180
698,3,0,0,0.0000,1463162
699,201,0,0,0.0000,1463548
700,7,0,0,0.0000,1465512
701,201,0,0,0.0000,1465900
702,3,0,0,0.0000,1467887
703,202,0,0,0.0000,1468525
704,7,0,0,0.0000,1470412
705,201,0,0,0.0000,1471181
706,7,0,0,0.0000,1472787
707,202,0,0,0.0000,1473262
708,5,0,0,0.0000,1475121
709,202,0,0,0.0000,1475822
710,5,0,0,0.0000,1477438
711,202,0,0,0.0000,1478094
712,3,0,0,0.0000,1479738
713,202,0,0,0.0000,1480415
714,7,0,0,0.0000,1482254
715,201,0,0,0.0000,1482863
716,5,0,0,0.0000,1484529
717,201,0,0,0.0000,1485087
718,7,0,0,0.0000,1487029
719,201,0,0,0.0000,1487520
720,7,0,0,0.0000,1489580
721,201,0,0,0.0000,1490160
722,7,0,0,0.0000,1492113
723,201,0,0,0.0000,1492688
724,3,0,0,0.0000,1494371
725,202,0,0,0.0000,1495009
726,3,0,0,0.0000,1496688
727,202,0,0,0.0000,1497361
728,7,0,0,0.0000,1499163
729,201,0,0,0.0000,1499809
730,7,0,0,0.0000,1501630
731,202,0,0,0.0000,1502146
732,3,0,0,0.0000,1503897
733,201,0,0,0.0000,1504434
734,3,0,0,0.0000,1506155
735,202,0,0,0.0000,1506626
736,203,0,0,0.0000,1576317
737,3,0,0,0.0000,1581099
738,201,0,0,0.0000,1581854
739,5,0,0,0.0000,1583665
740,201,0,0,0.0000,1584222
741,3,0,0,0.0000,1586240
742,202,0,0,0.0000,1586926
743,7,0,0,0.0000,1588616
744,202,0,0,0.0000,1589199
745,5,0,0,0.0000,1591191
746,201,0,0,0.0000,1591871
747,5,0,0,0.0000,1593532
748,201,0,0,0.0000,1594191
749,7,0,0,0.0000,1595941
750,201,0,0,0.0000,1596464
751,3,0,0,0.0000,1598399
752,202,0,0,0.0000,1598944
753,5,0,0,0.0000,1600899
754,201,0,0,0.0000,1601408
755,7,0,0,0.0000,1603241
756,201,0,0,0.0000,1603793
757,7,0,0,0.0000,1605758
758,201,0,0,0.0000,1606337
759,3,0,0,0.0000,1608008
760,202,0,0,0.0000,1608594
761,5,0,0,0.0000,1610358
762,202,0,0,0.0000,1610962
763,3,0,0,0.0000,1612583
764,202,0,0,0.0000,1613122
765,5,0,0,0.0000,1615175
766,202,0,0,0.0000,1615907
767,5,0,0,0.0000,1617400
768,201,0,0,0.0000,1618083
769,5,0,0,0.0000,1619641
770,202,0,0,0.0000,1620291
771,7,0,0,0.0000,1622016
772,201,0,0,0.0000,1622628
773,5,0,0,0.0000,1624442
774,202,0,0,0.0000,1625060
775,5,0,0,0.0000,1626908
776,201,0,0,0.0000,1627444
777,3,0,0,0.0000,1629217
778,201,0,0,0.0000,1629781
779,7,0,0,0.0000,1631575
780,202,0,0,0.0000,1632053
781,5,0,0,0.0000,1634042
782,201,0,0,0.0000,1634549
783,3,0,0,0.0000,1636259
784,201,0,0,0.0000,1636758
785,5,0,0,0.0000,1638634
786,202,0,0,0.0000,1638998
787,3,0,0,0.0000,1641217
788,201,0,0,0.0000,1641654
789,3,0,0,0.0000,1643609
790,202,0,0,0.0000,1644151
791,7,0,0,0.0000,1646000
792,202,0,0,0.0000,1646407
793,3,0,0,0.0000,1648351
794,202,0,0,0.0000,1649031
795,3,0,0,0.0000,1650601
796,202,0,0,0.0000,1651224
797,3,0,0,0.0000,1653026
798,202,0,0,0.0000,1653560
799,3,0,0,0.0000,1655442
800,202,0,0,0.0000,1656057
801,7,0,0,0.0000,1657676
802,202,0,0,0.0000,1658233
803,3,0,0,0.0000,1660142
804,202,0,0,0.0000,1660777
805,5,0,0,0.0000,1662484
806,201,0,0,0.0000,1663002
807,7,0,0,0.0000,1664934
808,202,0,0,0.0000,1665498
809,5,0,0,0.0000,1667451
810,201,0,0,0.0000,1667882
811,7,0,0,0.0000,1669784
812,201,0,0,0.0000,1670395
813,7,0,0,0.0000,1672009
814,201,0,0,0.0000,1672475
815,7,0,0,0.0000,1674218
816,201,0,0,0.0000,1674619
817,7,0,0,0.0000,1676610
818,201,0,0,0.0000,1677068
819,5,0,0,0.0000,1678926
820,201,0,0,0.0000,1679388
821,7,0,0,0.0000,1681360
822,202,0,0,0.0000,1681836
823,3,0,0,0.0000,1683943
824,201,0,0,0.0000,1684333
825,7,0,0,0.0000,1686385
826,202,0,0,0.0000,1686893
827,203,0,0,0.0000,1801086
828,3,0,0,0.0000,1805721
829,202,0,0,0.0000,1806607
830,7,0,0,0.0000,1808030
831,201,0,0,0.0000,1808607
832,3,0,0,0.0000,1810580
833,202,0,0,0.0000,1811167
834,7,0,0,0.0000,1813088
835,202,0,0,0.0000,1813568
836,3,0,0,0.0000,1815613
837,202,0,0,0.0000,1816224
838,3,0,0,0.0000,1818205
839,202,0,0,0.0000,1818736
840,7,0,0,0.0000,1820497
841,201,0,0,0.0000,1821105
842,5,0,0,0.0000,1822747
843,201,0,0,0.0000,1823345
844,5,0,0,0.0000,1825255
845,201,0,0,0.0000,1825826
846,5,0,0,0.0000,1827789
847,201,0,0,0.0000,1828210
848,3,0,0,0.0000,1830172
